Municipality,Longitude,Latitude
Upper Kennetcook,-63.65,45.2
Upper Kent,-67.71,46.56
Upper Keswick,-66.9,46.05
Upper Kingsburg,-64.28,44.27
Upper Kintore,-67.58,46.71
Upper Kluskus Lake 9,-124.57,53.08
Upper Knoxford,-67.75,46.53
Upper LaHave,-64.44,44.36
Upper Lakeville,-62.95,44.79
Upper Leitches Creek,-60.39,46.12
Upper Letang,-66.78,45.13
Upper Little Ridge,-67.43,45.24
Upper Loch Lomond,-65.83,45.36
Upper Lynn,-123.02,49.35
Upper Malagash,-63.4,45.76
Upper Margaree,-61.14,46.21
Upper Maugerville,-66.53,45.89
Upper Melbourne,-72.15,45.65
Upper Midland,-65.76,45.68
Upper Mills,-67.2,45.405
Upper Miramichi,-66.45,46.53
Upper Mount Royal,-114.08,51.03
Upper Napan,-65.42,46.99
Upper Nappan,-64.19,45.79
Upper Nepa 6,-121.26,50.66
Upper New Cornwall,-64.57,44.53
Upper New Horton,-64.7,45.69
Upper Nine Mile River,-63.62,45.07
Upper North River,-63.21,45.48
Upper North Sydney,-60.28,46.18
Upper Northampton,-67.55,46.11
Upper Northfield,-64.61,44.5
Upper Ohio,-65.42,43.97
Upper Onslow,-63.29,45.39
Upper Pereau,-64.4,45.18
Upper Point de Bute,-64.22,45.92
Upper Pokemouche,-64.87,47.68
Upper Pomquet,-61.81,45.6
Upper Port La Tour,-65.46,43.51
Upper Queensbury,-67.2,45.99
Upper Rawdon,-63.71,45.06
Upper Rexton,-64.93,46.62
Upper Ridge,-65.26,46.02
Upper River Denys,-61.23,45.9
Upper Rockport,-64.48,45.76
Upper Royalton,-67.77,46.5
Upper Sackville,-63.73,44.79
Upper Saint-Maurice,-64.84,46.47
Upper Salt Springs,-65.64,45.56
Upper Sheila,-64.94,47.46
Upper South River,-61.92,45.44
Upper Southampton,-67.49,46.0
Upper Southwest Mabou,-61.37,45.95
Upper Springfield,-61.83,45.46
Upper Stewiacke,-62.99,45.22
Upper Stoneridge,-66.95,46.09
Upper Sumas 6,-122.2,49.05
Upper Tahltan 4,-131.38,58.13
Upper Tantallon,-63.87,44.68
Upper Tilley Road,-65.11,47.51
Upper Tower Hill,-67.17,45.34
Upper Tracy,-66.71,45.66
Upper Tsinkahtl 8A,-121.3,50.51
Upper Wards Creek,-65.5,45.64
Upper Washabuck,-60.81,46.04
Upper Waterville,-67.6,46.28
Upper Wedgeport,-65.98,43.75
Upper Whitehead,-61.17,45.29
Upper Wicklow,-67.65,46.53
Upper Woods Harbour,-65.73,43.55
Upper Woodstock,-67.57,46.17
Upperton,-65.61,45.49
Uptergrove,-79.32,44.59
Uranium City,-108.61,59.56
Urbandale,-75.62,45.39
Urbania,-63.42,45.21
Uren,-106.76,50.48
Urney,-65.36,45.71
Ursa,-78.38,44.94
Usherville,-102.65,52.23
Utica,-79.02,44.06
Utikoomak Lake 155,-115.59,55.92
Utikoomak Lake 155A,-115.36,55.93
Utikoomak Lake 155B,-115.59,56.03
Utterson,-79.32,45.21
Uttoxeter,-82.04,43.03
Uzta (Nahounli Creek) 4,-124.14,54.45
Uzta (Nahounli Creek) 7A,-124.11,54.46
Vachell,-79.3,44.28
Val Albert,-82.4,49.4
Val Caron,-81.01,46.61
Val Côté,-83.4,49.64
Val Gagné,-80.63,48.61
Val Oakes,-68.78,47.22
Val Quentin,-114.37,53.66
Val Rita-Harty,-82.62,49.48
Val Therese,-81.0,46.65
Val-Alain,-71.75,46.41
Val-Barrette,-75.35,46.5
Val-Bélair,-71.43,46.86
Valcartier-Village,-71.47,46.93
Val-des-Bois,-76.675,47.03
Val-des-Lacs,-74.35,46.18
Val-des-Monts,-75.66,45.65
Val-d'Espoir,-64.4,48.51
Val-d'Irène,-67.57,48.46
Val-Doucet,-65.2,47.61
Val-du-Lac,-72.02,45.32
Val-du-Repos,-77.72,48.18
Vale,-110.39,50.22
Vale Perkins,-72.3,45.08
Val-Émard,-75.84,46.47
Valencay,-75.14,45.73
Valens,-80.13,43.38
Valentia,-78.8,44.24
Valetta,-82.33,42.25
Valhalla Centre,-119.38,55.4
Valhalla Estate,-64.85,46.11
Valin,-71.02,47.695
Val-Jalbert,-72.16,48.43
Val-Joli,-71.96,45.6
Val-Lambert,-68.53,47.39
Vallée-Lourdes,-65.68,47.65
Vallentyne,-79.13,44.26
Valléville,-70.77,46.84
Valley,-67.58,46.12
Valley Centre,-107.83,51.78
Valley East,-81.01,46.65
Valley Green Beach,-79.49,45.09
Valley Mills,-61.11,45.84
Valley Ridge,-114.25,51.09
Valley River,-100.14,51.24
Valley River 63A,-100.93,51.23
Valley River Reserve,-100.96,51.22
Valley Road,-67.26,45.21
Valleycliffe,-123.13,49.7
Valleyfield,-62.7,46.13
Valleys Corners,-74.94,45.27
Valleyview North,-64.75,46.1
Vallican,-117.65,49.56
Val-Limoges,-75.72,46.59
Val-Melanson,-66.78,47.9
Val-Michaud,-65.83,47.67
Val-Morin,-74.18,46.0
Val-Nadeau,-68.59,47.39
Val-Ombreuse,-75.59,46.0
Valparaiso,-104.18,52.85
Val-Piché,-77.05,48.97
Val-Racine,-71.06,45.48
Val-Renard,-64.42,48.98
Val-Saint-Gilles,-79.11,48.96
Val-Saint-Michel,-71.45,46.86
Val-Senneville,-77.65,48.18
Val-Viger,-75.22,46.69
Van Allens,-75.55,44.92
Van Horne,-82.1,42.43
Vanastra,-81.52,43.58
Vanbrugh,-77.26,45.42
VanCamp,-75.44,45.04
Vandecar,-80.61,43.09
Vandeleur,-80.55,44.33
Vandorf,-79.39,44.0
Vandry,-73.55,47.85
Vandura,-102.11,50.0
Vanessa,-80.39,42.97
Vanier,-75.66,45.43
Vankleek Hill Station,-74.64,45.53
Vankoughnet,-79.05,44.98
Vanneck,-81.42,43.06
Vansickle,-77.82,44.61
Vanway,-122.81,53.85
Vardy,-77.78,45.09
Varency,-80.12,42.84
Vargas Island 31,-125.96,49.15
Varna,-81.59,43.53
Varney,-80.81,44.13
Varsity,-114.15,51.09
Vasey,-79.75,44.67
Vassan,-77.93,48.22
Vaucluse,-73.43,45.89
Vaudreuil-sur-le-Lac,-74.03,45.41
Vaughan Survey,-80.13,42.78
Vauquelin,-64.37,48.64
Vautour,-65.23,46.75
Vautrin,-78.36,48.44
Vauvert,-72.11,48.75
Vawn,-108.68,53.11
Vedder Crossing,-121.96,49.1
Vellore,-79.55,43.83
Vendée,-74.83,46.08
Venise,-72.05,45.29
Venise-en-Québec,-73.13,45.08
Venison Islands,-55.78,52.97
Venn,-105.3,51.61
Vennachar,-77.2,45.07
Vennachar Junction,-77.24,45.09
Venosta,-76.02,45.86
Ventnor,-75.51,44.89
Ventry,-80.45,44.11
Verdun,-81.64,44.05
Veregin,-102.08,51.58
Vereker,-82.95,42.08
Verlo,-108.6,50.31
Vermilion Forks 1,-120.5,49.46
Vermilyea Lake,-94.78,54.54
Vernet,-74.76,45.86
Vernon Range and Training Area,-119.28,50.23
Vernon Shores,-79.33,45.34
Vernonville,-77.98,44.04
Verret,-68.4,47.35
Verschoyle,-80.86,42.94
Verulam Park,-78.65,44.5
Verwood,-105.61,49.51
Vesta,-81.16,44.27
Vianney,-71.62,46.06
Viceroy,-105.37,49.45
Vickers,-80.88,44.17
Vickers Heights,-89.32,48.35
Victoria Corner,-67.51,46.27
Victoria Corners,-79.765,44.34
Victoria Heights,-105.56,50.4
Victoria Hills,-80.49,43.44
Victoria Mills,-80.2,43.01
Victoria Mines,-60.17,46.23
Victoria Park,-114.05,51.03
Victoria Place,-78.51,44.48
Victoria Point,-79.39,44.58
Victoria Road,-78.93,44.59
Victoria Settlement,-112.4,54.02
Victoria Springs,-78.3,44.55
Victoria Square,-79.37,43.9
Victoria Vale,-65.07,45.0
Victoria Village,-79.32,43.74
Victoria-Fraserview,-123.06,49.21
Victory,-65.45,44.55
Victory Hill,-75.69,45.31
Vidora,-109.41,49.33
Vieux-Fort,-57.82,51.42
Vieux-Piopolis,-70.92,45.5
Vieux-Poste,-58.95,50.83
View Royal,-123.43,48.45
Viewlake,-78.76,44.21
Viewmount,-64.8,45.08
Vigo,-79.9,44.47
Villa Nova,-80.2,42.93
Village à Breault,-79.67,47.53
Village Bay 7,-125.19,50.16
Village Island 7,-123.6,48.32
Village Lanthier,-74.76,45.62
Village-à-Dancause,-67.37,48.67
Village-Beaudoin,-67.39,48.62
Village-Blanchard,-64.9,47.72
Village-Blier,-69.23,47.45
Villagedale,-65.54,43.52
Village-de-la-Blague,-69.52,47.69
Village-des-Arsenault,-64.83,46.5
Village-des-Aulnaies,-70.14,47.31
Village-des-Belliveau,-65.05,46.33
Village-des-Caron,-72.86,46.29
Village-des-Chutes,-71.68,45.87
Village-des-Cormier,-64.93,46.3
Village-des-Deschênes,-66.4,49.13
Village-des-Geoffroy,-73.59,46.25
Village-des-Léger,-65.08,46.35
Village-des-Poirier,-65.04,47.8
Village-La-Prairie,-64.78,46.6
Village-Paradis,-72.26,48.88
Village-Saint-Augustin,-65.14,46.41
Village-Sainte-Croix,-64.7,46.52
Village-Sainte-Marie,-72.33,46.45
Village-Saint-Irénée,-64.8,46.46
Village-Saint-Jean,-65.25,46.76
Village-Saint-Laurent,-65.15,47.22
Village-Saint-Paul,-65.16,47.78
Village-Saint-Pierre,-65.36,46.74
Village-sur-le-Lac,-73.9,45.35
Village-Villeneuve,-72.25,48.88
Ville-Guay,-71.09,46.82
Villemontel,-78.36,48.63
Villeneuve,-113.81,53.65
Villeray–Saint-Michel–Parc-Extension,-73.62,45.56
Villeroy,-71.88,46.38
Villette,-71.67,45.07
Villiers,-78.1,44.27
Vimont,-73.71,45.6
Vimy Ridge,-80.38,48.49
Vimy-Ridge,-71.41,46.0
Vine,-79.66,44.31
Vinegar Hill,-65.56,45.61
Vineland Station,-79.38,43.16
Vinemount,-79.67,43.19
Vinette,-75.28,45.48
Vinoy,-75.01,45.9
Vinsulla,-120.23,50.91
Vinton,-76.61,45.78
Violet,-76.81,44.26
Violet Hill,-80.07,44.1
Violette Settlement,-67.83,47.18
Violette Station,-67.64,47.03
Virgil,-79.12,43.22
Virginia,-79.28,44.31
Virginia Beach,-79.28,44.32
Virginia East,-65.49,44.62
Virginia Park,-113.45,53.56
Viscount Alexander Park,-75.63,45.45
Vista,-100.71,50.62
Vista Heights,-114.01,51.06
Vivian,-96.45,49.88
Voglers Cove,-64.53,44.15
Vosburg,-82.11,42.44
Voy's Beach,-58.15,49.03
Vroomanton,-79.11,44.27
Vydon Acres,-76.27,45.45
Vyner,-82.25,43.0
Waba,-76.45,45.35
Wabamun 133A,-114.43,53.51
Wabamun 133B,-114.43,53.54
Wabasca 166,-113.52,55.88
Wabasca 166A,-113.76,55.94
Wabasca 166B,-113.94,55.96
Wabasca 166C,-113.83,56.14
Wabasca 166D,-113.87,55.91
Wabasca Settlement,-113.83,55.95
Wabaseemoong,-94.93,50.16
Wabash,-82.07,42.57
Wabassee,-75.53,46.33
Wabauskang 21,-93.15,50.4
Wabigoon Lake 27,-92.53,49.61
Wabi-Kon,-80.04,46.94
Wabiskaw Settlement,-113.78,55.95
Wabos,-84.1,46.81
Waco,-65.62,51.43
Waddington Beach,-79.45,44.49
Wade Corners,-77.76,44.07
Wade's Landing,-79.52,46.11
Wadlin Lake 173c,-115.52,57.75
Wagarville,-76.8,44.63
Wagmatcook 1,-60.91,46.07
Wagner,-114.98,55.35
Wagram,-80.71,43.88
Wahawin,-79.05,45.21
Wahleach Island 2,-121.62,49.33
Wahnapitae,-80.78,46.48
Wahnapitae 11,-80.83,46.77
Wahnekewaning Beach,-80.03,44.72
Wahous 19,-125.92,49.27
Wahous 20,-125.9,49.28
Wahpeton 94A,-105.88,53.27
Wahpeton 94B,-105.7,53.23
Wahta,-79.72,44.99
Wahta Mohawk Territory,-79.73,45.01
Wahwashkesh,-80.02,45.71
Wainfleet,-79.38,42.92
Wainwright Regional Training Area,-110.88,52.74
Waiparous,-114.83,51.2
Waitville,-105.4,52.86
Waiwakum 14,-123.16,49.77
Wakaw Lake,-105.63,52.64
Wakeham,-64.56,48.82
Wakem Corner,-67.69,46.48
Wakems 6,-127.69,50.89
Waldau,-80.56,43.42
Waldeck East,-65.61,44.63
Waldeck West,-65.63,44.61
Waldegrave,-63.23,45.72
Waldemar,-80.27,43.88
Walden,-64.5,44.55
Walden 9,-127.46,50.7
Walden Place,-81.86,43.21
Waldersee,-99.05,50.56
Waldron,-102.51,50.85
Walford,-82.23,46.2
Walker Settlement,-65.37,45.64
Walker Woods,-81.85,43.22
Walkers,-81.76,42.81
Walkers Point,-79.45,45.01
Walkerville,-61.19,45.6
Wallace Bay,-63.56,45.83
Wallace Bridge,-63.51,45.81
Wallace Cove,-66.8,45.04
Wallace Grant,-63.46,45.74
Wallace Heights,-79.43,46.34
Wallace Highlands,-63.45,45.72
Wallace Hills 14A,-63.79,44.73
Wallace Point,-78.33,44.18
Wallace Ridge,-63.41,45.78
Wallace River West,-63.55,45.79
Wallace Station,-63.49,45.77
Wallacetown,-81.46,42.63
Wallbridge,-77.49,44.21
Wallbrook,-64.29,45.08
Wallenstein,-80.63,43.6
Wallmans,-56.13,52.42
Walls,-79.34,45.48
Walnut,-81.89,42.88
Walnut Grove,-122.65,49.18
Walpole,-101.83,49.88
Walpole Island 46,-82.51,42.56
Walsh Acres,-104.65,50.48
Walsingham,-80.52,42.67
Walth 3,-128.65,53.94
Waltham,-76.91,45.91
Wamsley,-89.61,48.2
Waneeta Beach,-81.01,42.65
Waneta Junction,-117.61,49.08
Wanham,-118.4,55.73
Wanless,-101.36,54.17
Wanstead,-82.04,42.94
Wanup,-80.82,46.38
Wapachewunak 192D,-107.71,55.94
Wapah,-98.86,51.07
Wapaminakoskak Narrows,-93.23,54.8
Wapasihk,-98.59,56.12
Wapaskokimaw 202,-102.31,55.53
Wapekeka Reserve 1,-89.53,53.73
Wapekeka Reserve 2,-89.56,53.83
Wa-Pii Moos-Toosis (White Calf) 83A,-103.71,50.76
Wapikunoo Bay,-98.38,56.17
Wapisew Lake,-95.33,54.9
Wapisiw Sakahikan,-94.25,55.06
Wapisu Lake,-99.04,55.86
Wappook 26,-126.08,49.43
Wapske,-67.37,46.88
War Lake 4,-123.3,54.85
Warburton,-76.03,44.46
Ward Corner,-64.67,46.42
Ward Settlement,-66.7,46.29
Warden,-72.5,45.38
Wardner,-115.41,49.41
Wards Brook,-64.56,45.41
Wards Creek,-65.51,45.68
Wardsville,-81.75,42.66
Wareham,-80.4,44.24
Warfield,-117.74,49.09
Warina,-74.91,45.23
Warings Corner,-77.18,43.99
Warminster,-79.54,44.64
Warren Grove,-63.22,46.27
Warren Landing,-97.87,53.69
Warspite,-112.61,54.09
Wartburg,-81.02,43.45
Wartime,-108.18,51.21
Warwick Mountain,-63.37,45.61
Warwick Settlement,-65.81,46.88
Wasagamack,-94.945,53.895
Wasagaming,-99.96,50.65
Waseca,-109.47,53.09
Washabuck Bridge,-60.87,46.01
Washabuck Centre,-60.79,46.05
Washademoak,-65.83,45.88
Washburn,-76.32,44.38
Washburns Corners,-76.03,44.62
Washington,-80.58,43.31
Washington Park,-104.62,50.46
Wasing,-79.16,46.07
Waskesiu Lake,-106.08,53.91
Waskwaynikapik 228,-102.6,54.85
Waskwiatik Sakahikan 223,-102.45,55.35
Watabeag,-80.55,48.56
Waterborough,-66.0,45.91
Watercombe,-77.06,44.12
Waterdown,-79.89,43.33
Waterfall,-80.83,46.3
Waterhen 130,-108.28,54.51
Waterhen 45,-99.59,51.94
Waterloo Lake,-64.97,44.71
Waternish,-62.01,45.21
Waterside,-64.83,45.62
Waterton,-75.94,44.43
Watervale,-62.91,45.48
Watino,-117.61,55.71
Watson Settlement,-67.76,46.18
Watson's Corners,-76.46,45.02
Watt Junction,-67.16,45.4
Watt Section,-62.48,44.9
Watta 25,-126.03,49.45
Watterson Corners,-75.69,45.2
Waubamik,-80.01,45.45
Waubuno,-82.32,42.78
Wauchope,-101.9,49.6
Waudby,-80.76,44.28
Waughs River,-63.24,45.69
Waulp 10,-127.64,55.48
Waump 16,-126.92,51.19
Waupoos East,-76.96,44.01
Waupoos Island,-76.97,43.99
Wavecrest,-79.02,42.87
Wavell,-80.23,48.36
Waverly Beach,-78.94,42.88
Wawaitin Falls,-81.48,48.33
Wawakapewin,-89.12,53.45
Wawbewawa,-79.89,47.88
Waweig,-67.11,45.25
Wawwat'l 12,-126.67,51.21
Wayerton,-65.83,47.14
Wayne,-112.65,51.38
Way's Mills,-71.97,45.1
Waywayseecappo,-100.88,50.71
Waywayseecappo First Nation,-100.93,50.68
Wazulis 14,-127.37,50.71
Weagamow Lake 87,-91.26,52.96
Weaver,-67.41,46.93
Weaver Settlement,-65.96,44.38
Weaver Siding,-65.95,46.62
Webster Creek 5,-122.65,52.48
Websters Corner,-62.52,45.48
Websters Corners,-122.51,49.21
Websterville,-80.13,44.32
Wedgewood,-63.67,44.68
Wee Too Beach,-105.17,50.93
Weedon Carp 6,-123.08,54.79
Weedon Lake 27,-123.04,54.68
Weeks Road,-67.22,45.41
Wees Beach,-82.38,43.01
Weeteeam 3,-129.04,52.52
Weidmann,-82.0,42.81
Weinlos,-113.4,53.45
Weir,-74.54,45.94
Weir Industrial,-113.4,53.51
Weirdale,-105.23,53.44
Weisbord Acres,-74.05,45.91
Weissenburg,-80.4,43.57
Weissener Lake 3,-125.74,57.73
Wekellals 15,-127.81,53.2
Wekusko,-99.75,54.5
Welbeck,-80.89,44.26
Welch Cove,-66.46,45.08
Welcome,-78.34,43.97
Weldfield,-65.41,46.95
Welland South,-79.26,42.97
Wellburn,-81.14,43.19
Weller,-76.5,44.24
Weller Park,-79.22,43.22
Wellesley Park,-105.53,50.38
Wellington North,-80.58,43.92
Wellman,-77.63,44.34
Wellwood,-99.33,50.03
Welnek 38,-61.77,45.6
Welshpool,-66.95,44.89
Welshtown,-65.38,43.82
Welton Landing,-64.52,44.97
Weltons Corner,-64.88,45.04
Welwyn,-101.51,50.32
Wemindji,-78.76,53.015
Wemyss,-76.38,44.87
Wendake Beach,-79.98,44.64
Wendigo Lake,-79.76,47.87
Wendover,-75.12,45.57
Wentworth,-63.56,45.6
Wentworth Centre,-63.55,45.67
Wentworth Creek,-64.08,44.99
Wentworth-Nord,-74.45,45.85
Wentzells Lake,-64.61,44.47
Wepuskow Ohnikahp,-100.94,55.59
Wepuskow Sahgaiechan165D,-108.21,54.88
Werkinellek 11,-128.47,51.92
Werner Lake,-94.92,50.46
Wesha Kijay Wasagamach,-95.0,54.37
Weslemkoon,-77.41,44.98
Wesley,-78.66,44.18
Wesley Corners,-79.39,44.01
Wesleyville,-78.41,43.92
West Advocate,-64.81,45.34
West Amherst,-64.24,45.8
West Arichat,-61.07,45.51
West Arm,-80.43,46.26
West Arm Tracadie,-61.68,45.62
West Baccaro,-65.48,43.46
West Baptiste,-113.56,54.76
West Bay Road,-61.25,45.73
West Becher,-82.37,42.65
West Bench,-119.61,49.5
West Berlin,-64.58,44.07
West Black Rock,-64.72,45.13
West Branch,-64.95,46.54
West Brant,-80.27,43.13
West Brome,-72.66,45.17
West Brook,-64.29,45.55
West Brooklyn,-64.26,45.07
West Caledonia,-65.08,44.36
West Chatfield Beach,-108.34,53.06
West Clifford,-64.74,44.41
West Collette,-65.48,46.77
West Cooks Cove,-61.5,45.34
West Corners,-77.82,44.3
West Cove,-114.5,53.7
West Deane Park,-79.56,43.65
West Dover,-63.87,44.49
West Dublin,-64.39,44.25
West Earltown,-63.19,45.58
West Elgin,-81.67,42.59
West End,-123.03,49.24
West Essa,-79.86,44.18
West Flamborough,-80.01,43.27
West Fort William,-89.3,48.36
West Franklin,-79.32,44.11
West Galloway,-64.85,46.61
West Glassville,-67.45,46.5
West Glenmont,-64.52,45.18
West Gore,-63.77,45.09
West Gravenhurst,-79.41,44.92
West Green Harbour,-65.17,43.71
West Grey,-80.83,44.23
West Hamilton,-79.93,43.25
West Havre Boucher,-61.54,45.66
West Hawk Lake,-95.2,49.74
West Head,-65.64,43.45
West Heights,-122.33,49.13
West Hill,-79.18,43.75
West Hillhurst,-114.11,51.05
West Humber Estates,-79.57,43.72
West Huntingdon,-77.47,44.35
West Indian Road,-63.57,45.11
West Inglisville,-65.14,44.85
West Jasper Place,-113.58,53.53
West Jeddore,-63.01,44.72
West Kildonan,-97.12,49.95
West LaHave,-64.42,44.31
West Lake,-77.26,43.92
West Lake Ainslie,-61.2,46.11
West Leicester,-64.04,45.77
West Lincoln,-79.56,43.07
West Liscomb,-62.09,44.99
West Lochaber,-62.03,45.41
West Lynde,-78.95,43.87
West Lynn,-123.03,49.33
West Mabou,-61.47,46.07
West McGillivray,-81.57,43.2
West Meadowlark Park,-113.61,53.53
West Middle Sable,-65.01,43.78
West Midway,-118.81,49.01
West Moberly Lake 168A,-121.91,55.8
West Montrose,-80.48,43.58
West New Annan,-63.36,45.63
West Northfield,-64.59,44.45
West Osgoode,-75.56,45.16
West Paradise,-65.23,44.84
West Pennant,-63.65,44.47
West Perth,-81.22,43.47
West Petpeswick,-63.16,44.74
West Pine Ridge,-96.91,49.99
West Point Grey,-123.2,49.26
West Porters Lake,-63.31,44.68
West Pubnico,-65.79,43.67
West Pugwash,-63.71,45.84
West Quaco,-65.55,45.33
West Quoddy,-62.35,44.91
West River,-64.84,45.64
West River Station,-62.9,45.44
West Riverside,-82.43,49.4
West Riverview,-64.8,46.05
West Scotch Settlement,-65.87,45.69
West Sheffield Industrial,-113.6,53.55
West Side Country Harbour,-61.84,45.25
West Springhill,-65.44,44.58
West St. Andrews,-63.29,45.1
West St. Modeste,-56.72,51.59
West Sutton,-72.67,45.11
West Tatamagouche,-63.41,45.71
West Trail,-117.71,49.08
West Waterville,-67.35,46.07
Westboro,-75.75,45.39
Westbourne,-98.58,50.12
Westbourne Settlement,-98.6,50.12
Westbrook,-76.62,44.26
Westbrook Estate,-113.55,53.46
Westbury,-71.66,45.5
Westchester,-63.67,45.61
Westchester Mountain,-63.72,45.57
Westcliffe Estates,-75.83,45.31
Westcock,-64.37,45.86
Westdale,-79.9,43.26
Western Bay,-53.08,47.88
Western Head,-64.89,43.83
Western Hill,-79.25,43.13
Western Island 14,-125.68,53.93
Western Monarch,-112.47,51.32
Westfield,-66.26,45.36
Westford,-81.38,44.04
Westgate,-114.16,51.05
Westheath,-105.58,50.38
Westholme,-123.7,48.86
Westminster,-75.0,45.46
Westmore,-105.56,50.38
Westmount,-113.53,53.55
Weston,-67.76,46.27
Weston Bay 20,-123.7,55.83
Westover,-80.08,43.33
Westphal,-63.54,44.68
Westplain,-77.06,44.38
Westray,-101.4,53.59
Westree,-81.54,47.41
Westridge,-113.6,53.51
Westside,-119.53,49.89
Westsyde,-120.35,50.76
Westview,-124.51,49.83
Westville Road,-62.68,45.57
Westwood,-113.5,53.56
Wet'suwet'en Village,-125.88,54.32
Wexford,-77.39,44.225
Wexford Heights,-79.27,43.74
Weyakwin,-105.78,54.42
Weygand,-64.29,48.48
Weymont,-73.75,47.9
Weymouth Falls,-65.94,44.4
Weymouth Mills,-65.95,44.41
Weymouth North,-65.99,44.43
Wha T'a Noo 40,-124.6,54.75
Whale Cove,-55.18,47.01
Whale Island 8,-123.6,48.31
Whalen Corners,-81.36,43.26
Whaley's Corners,-79.79,43.6
Whalley,-122.86,49.17
Wharton,-64.39,45.42
Wheatland,-100.29,50.01
Wheaton Settlement,-65.16,46.01
Whiskey Jack Landing,-98.0,54.43
Whiskeyjack,-97.92,54.48
Whisky Creek,-124.5,49.3
Whispering Hills,-113.55,54.76
Whispering Pines 4,-120.24,50.99
Whistler Creek,-122.99,50.09
White Bear,-108.21,50.88
White Bear 70,-102.23,49.76
White Cap 94,-106.71,51.89
White Deer,-75.62,45.94
White Fish Lake 128,-111.79,54.33
White Head,-66.71,44.63
White Hill,-62.75,45.48
White Hills,-81.3,43.0
White Industrial,-113.64,53.56
White Mud Falls,-96.06,50.46
White Oak,-81.24,42.91
White Oaks Village,-80.13,42.93
White Point,-62.545,45.415
White Rapids,-65.78,46.79
White Rose,-79.41,43.97
White Sands,-112.81,52.46
White Water,-64.35,45.25
Whitebeech,-101.7,52.04
Whitebread,-82.46,42.63
Whiteburn Mines,-65.06,44.32
Whitecap 1,-122.29,50.7
Whitechurch,-81.4,43.91
Whitecroft,-113.29,53.5
Whitefish,-81.31,46.38
Whitefish Bay 32A,-93.89,49.4
Whitefish Bay 33A,-93.95,49.37
Whitefish Bay 34A,-93.98,49.37
Whitefish Falls,-81.72,46.11
Whitefish Island,-84.35,46.5
Whitefish Lake 6,-81.24,46.31
Whitefish River 4,-81.7,46.11
Whitehall,-79.52,45.48
Whitehaven,-75.77,45.36
Whitehead,-66.06,45.39
White-Head-Percé,-64.24,48.49
Whitehorn,-113.96,51.08
Whitemud Lake,-95.16,55.06
Whites,-81.19,42.72
Whites Bluff,-66.1,45.45
Whites Brook,-67.26,47.68
Whites Corner,-64.71,45.15
Whites Cove,-66.05,45.86
Whites Lake,-63.75,44.52
Whites Mills,-66.1,45.41
Whites Mountain,-65.44,45.87
Whites Settlement,-64.65,46.3
Whitesand,-89.03,50.31
Whitesand Estates,-96.59,50.5
Whiteside,-61.19,45.6
Whitestone,-79.98,45.68
Whitevale,-79.15,43.88
Whitewater,-100.28,49.2
Whitewater Region,-76.84,45.7
Whiteway,-53.45,47.68
Whitewood Grove,-79.73,47.71
Whitfield,-80.13,44.14
Whitkow,-107.86,52.93
Whitmore Park,-104.6,50.4
Whitney Pier,-60.18,46.15
Whittier Ridge,-67.04,45.32
Whittington,-80.16,43.99
Whittome,-104.5,52.93
Whitworth Indian Reserve 21,-69.27,47.7
Whonnock,-122.46,49.18
Whonnock 1,-122.46,49.17
Whyac,-124.85,48.66
Whycocomagh 2,-61.14,45.96
Whycocomagh Portage,-61.0,45.94
Whycocomagh Reserve,-61.13,45.96
Whyeek 4,-121.57,50.11
Whynotts Settlement,-64.47,44.41
Whytecliff,-123.28,49.36
Wick,-79.03,44.21
Wights Corners,-75.96,44.64
Wigle,-82.6,42.09
Wikwemikong Unceded 26,-81.71,45.7
Wikwemikonsing,-81.68,45.71
Wilbert,-109.15,52.75
Wilburn,-61.09,45.93
Wilcox Lake,-79.43,43.95
Wild Bight,-55.89,51.6
Wild Cove,-54.78,49.66
Wild Goose,-89.07,48.49
Wild Lands 15M,-94.59,48.8
Wildcat 12,-64.91,44.35
Wildfield,-79.72,43.81
Wildwood,-114.69,52.325
Wildwood Lake,-63.5,44.68
Wile Settlement,-64.26,44.81
Wileville,-64.55,44.37
Wiley,-126.33,54.51
Wileys Corner,-67.09,45.11
Wilfrid,-79.17,44.32
Wilkesport,-82.36,42.72
Wilkinson,-76.81,44.54
Willaclough 6,-130.26,54.2
Willard Lake,-93.98,49.83
Willen,-101.21,50.16
Willetsholme,-76.24,44.35
William McKenzie 151K,-116.86,56.0
Williams 2,-121.95,49.23
Williams Beach,-125.05,49.83
Williams Lake 1,-122.0,52.11
Williams Point,-61.94,45.62
Williams Prairie Meadow 1A,-124.19,54.47
Williamsdale,-63.85,45.59
Williamsport,-79.16,45.41
Williamstown,-66.695,46.645
Williamswood,-63.64,44.51
Willingdon Heights,-123.0,49.27
Williscroft,-81.23,44.37
Willisville,-81.72,46.13
Willmar,-102.46,49.48
Willow Bay,-79.4,42.86
Willow Beach,-80.64333333,43.8
Willow Cree,-106.23,52.79
Willow Island,-96.95,50.6
Willow Lake,-80.78,43.17
Willow Meadow 9,-125.51,52.73
Willow Park,-114.05,50.95
Willow Point,-117.23,49.56
Willowbank,-76.21,44.32
Willowbrook,-119.58,49.26
Willowdale,-62.845,45.02
Willowood,-83.08,42.04
Willows,-105.85,49.6
Wilmer,-116.06,50.53
Wilmot,-67.36,45.98
Wilmot Centre,-80.64,43.38
