Municipality,Latitude,Longitude
Siska Flat 3,50.13,-121.56
Siska Flat 5A,50.14,-121.56
Siska Flat 5B,50.15,-121.57
Siska Flat 8,50.13,-121.56
Sissiboo Falls,44.42,-65.86
Sisson Brook,46.98,-67.38
Sisson Ridge,46.91,-67.43
Sisson Settlement,46.04,-66.85
Sistonens Corners,48.53,-89.64
Sisul Tl'o K'Ut 14,54.64,-124.66
Sisul Tl'o K'ut 21,54.66,-124.66
Six Mile Brook,45.58,-62.89
Six Mile Meadow 6,54.33,-124.27
Six Mile Point,50.76,-119.01
Six Nations 40,43.05,-80.12
Six Nations Corner,43.05,-80.02
Six Points,43.64,-79.53
Six Roads,47.62,-64.87
Six-Milles,47.66,-67.45
Skaigha 2,53.37,-131.93
Skawahlook 1,49.36,-121.59
Skawahlum 10,49.45,-121.42
Skaynaneichst 12,50.35,-121.26
Skead,46.66,-80.75
Skedance 8,52.96,-131.61
Skeetchestn,50.8,-120.95
Skeikut 9,50.3,-121.28
Skemeoskuankin 7,49.03,-119.71
Skemeoskuankin 8,49.03,-119.71
Skerryvore,45.53,-80.38
Skhpowtz 4,50.3,-121.39
Skibi Lake,50.61,-86.94
Skibo,46.3,-83.16
Skidegate 1,53.26,-132
Skiff Lake,45.82,-67.54
Skilak 14,52.72,-128.32
Skin Lake 15,53.79,-125.92
Skins Lake 16A,53.99,-125.87
Skins Lake 16B,53.95,-125.65
Skipness,44.57,-81.2
Skir Dhu,46.48,-60.44
Sklahhesten 5,49.91,-122.32
Sklahhesten 5A,49.92,-122.33
Sklahhesten 5B,49.9,-122.32
Skooby Island 48,54.57,-125.24
Skookumchuck 4,49.94,-122.41
Skookumchuck 4A,49.93,-122.38
Skoonkoon 2,50.36,-121.4
Skowishin 7,49.93,-123.3
Skowishin Graveyard 10,49.9,-123.29
Skowkale 10,49.13,-121.94
Skowkale 11,49.13,-121.95
Skowquiltz River 3,52.6,-127.17
Skuet 6,49.69,-121.4
Skumalasph 16,49.2,-122.03
Skuppah 1,50.17,-121.56
Skuppah 2A,50.19,-121.57
Skuppah 2B,50.19,-121.57
Skuppah 3A,50.16,-121.59
Skuppah 4,50.17,-121.57
Skuppah 4A,50.17,-121.56
Skutz 7,48.77,-123.94
Skutz 8,48.78,-123.95
Skwah 4,49.17,-121.97
Skwahla 2,49.18,-121.93
Skwali 3,49.18,-121.96
Skway 5,49.16,-122
Skwayaynope 26,50.19,-121.59
Skweahm 10,49.17,-122.08
Skye,45.39,-74.79
Skye Glen,46.03,-61.2
Skyline,45.36,-75.72
Skyrattler,53.45,-113.52
Slabtown,44.635,-79.155
Slade,44.22,-81.57
Slate Falls,45.18,-77.26
Slate River Valley,48.33,-89.45
Slater,50.38,-105.53
Slave Falls Generating Station,50.22,-95.56
Sled Lake,54.43,-107.32
Sleeman,48.72,-94.42
Sleepy Hollow,53.06,-108.32
Sleetsis 6,50.35,-121.39
Sligo,43.82,-79.96
Slocan Park,49.51,-117.61
Slope Road,46.09,-66.09
Slosh 1,50.73,-122.21
Slosh 1A,50.74,-122.2
Sluice Point,43.78,-65.96
Small Island 4,50.57,-126.49
Small Point-Adam's Cove-Blackhead-Broad Cove,47.84,-53.12
Smelt Brook,46.86,-60.38
Smith Settlement,46.14,-63.99
Smithdale,44.35,-80.15
Smith-Ennismore-Lakefield,44.43,-78.34
Smithfield,45.79,-66.91
Smithfield,45.27,-62.14
Smithfield,44.06,-77.67
Smiths Corner,46.5,-65.16
Smith's Corners,43.03,-80.2
Smiths Cove,44.61,-65.7
Smiths Creek,45.77,-65.48
Smiths Crossing,46.77,-65.8
Smiths Settlement,44.78,-63.1
Smithsville,43.48,-65.46
Smithtown,45.47,-65.8
Smokey,54.47,-57.18
Smoky Falls,50.06,-82.16
Smooth Cove,47.92,-53.07
Smooth Town,43.03,-80.07
Smuts,52.43,-106.11
Snack Cove,53.79,-56.82
Snake 5,59.03,-122.45
Snake Falls,50.83,-93.46
Snelgrove,43.73,-79.82
Snider,43.52,-79.71
Snider Mountain,45.83,-65.63
Snipe Lake,51.16,-108.88
Snow Road Station,44.94,-76.68
Snowball,43.98,-79.51
Snowden,53.49,-104.67
Snowdons Corners,44.85,-75.75
Snowflake,49.04,-98.65
Snowville,45.67,-82.04
Snug Harbour,52.89,-55.85
Snug Harbour,44.895,-79.505
Snug Harbour,45.21,-72.19
Snug Haven,45.37,-80.3
Snyder,42.96,-79.05
Soapstone Mine,45.98,-61.19
Sober Island,44.84,-62.46
Soda Creek,52.35,-122.28
Soda Creek 1,52.31,-122.26
Soegao 35,46.08,-64.94
Sokatisewin Sakahikan 224,55.41,-102.48
Soldatquo 12,50.35,-121.16
Soldiers Cove,45.7,-60.73
Solina,43.97,-78.78
Solmesville,44.15,-77.11
Solsgirth,50.49,-100.91
Solsqua,50.86,-118.95
Somenos,48.81,-123.73
Somerville,46.29,-67.53
Somme,52.58,-102.96
Sommerfeld,49.07,-97.44
Sommet-Vert,46.02,-74.07
Songis,46.37,-79.18
Sonora,45.06,-61.9
Sonya,44.23,-78.95
Soowahlie 14,49.08,-121.95
Sopers,48.96,-58.04
Soperton,44.6,-76.06
Sophe 14,49.8,-126.82
Sopher's Landing,44.84,-79.39
Sorel,46.03,-73.1
Sorenson's Beach,50.83,-105.05
Sormany,47.67,-65.86
Sorrel Ridge,45.37,-67.04
Soucy,47.33,-68.6
Soucy,45.91,-72.74
Sounding Sky,52.12,-106.69
Souris West,46.35,-62.28
South Algonquin,45.49,-78.02
South Alton,45,-64.53
South Athol,45.64,-64.23
South Augusta,44.65,-75.65
South Baptiste,54.72,-113.56
South Bar,46.2,-60.2
South Barnston,45.05,-71.98
South Bay,46.62666667,-83.15666667
South Baymouth,45.56,-82.01
South Beach,50.62,-96.98
South Beach,44.48,-78.22
South Berwick,45.03,-64.71
South Bolton,45.16,-72.36
South Brookfield,44.37,-64.97
South Bruce,44.03,-81.2
South Buxton,42.27,-82.18
South Calgary,51.04,-114.1
South Cambie,49.25,-123.11
South Canoe,50.7,-119.21
South Cape Highlands,46.16,-61.37
South Cayuga,42.87,-79.72
South Chegoggin,43.86,-66.12
South Cove,46.03,-60.89
South Dawson,55.73,-120.35
South Devon,45.95,-66.61
South Dummer,44.38,-78.05
South Dundas,44.95,-75.27
South East Passage,44.59,-63.46
South Esk,46.95,-65.68
South Farmington,44.94,-65
South Flats,50.02,-110.66
South Fork,49.6,-108.71
South Fort George,53.9,-122.75
South Frontenac,44.5,-76.49
South Gillies,48.23,-89.7
South Glengarry,45.19,-74.57
South Gloucester,45.28,-75.56
South Gordonsville,46.43,-67.48
South Gower,45,-75.55
South Greenfield,46.2,-67.55
South Greenwood,44.97,-64.87
South Haven,46.2,-60.59
South Hazelton,55.23,-127.66
South Head,46.09,-59.87
South Ingonish Harbour,46.62,-60.43
South Johnville,46.55,-67.52
South Junction,49.04,-95.76
South Keys,45.35,-75.65
South Knowlesville,46.42,-67.35
South Kouchibouguac,46.82,-64.93
South Lake,50.67,-105.56
South Lake Ainslie,46.05,-61.1
South Lakeside,52.1,-122.09
South Lakeview,50.42,-104.62
South Lancaster,45.13,-74.48
South Lochaber,45.38,-62.04
South Maitland,45.25,-63.47
South March,45.35,-75.93
South Merland,45.54,-61.63
South Middleton,42.77,-80.6
South Milford,44.57,-65.39
South Mindoka,47.96,-79.91
South Monaghan,44.15,-78.36
South Musquash,45.17,-66.28
South Napanee,44.23,-76.96
South Nelson Road,46.96,-65.57
South Nepa 7,50.63,-121.27
South Pinette,46.04,-62.91
South Poplar,49.01,-122.31
South Portage,46.26,-66.59
South Portage,45.31,-79.07
South Pugwash,45.83,-63.63
South Quinan,43.91,-65.79
South Range,44.49,-65.77
South Rawdon,45,-63.85
South Ridge,50,-110.68
South Ridge,46.5,-67.3
South River Road,45.61,-61.95
South Road Settlement,46.56,-66.08
South Saanich 1,48.58,-123.45
South Saint-Norbert,46.45,-64.95
South Scots Bay,45.24,-64.39
South Section,45.01,-63.15
South Shalalth,50.71,-122.25
South Side,43.44,-65.59
South Side of Baddeck River,46.14,-60.77
South Side of Boularderie,46.14,-60.53
South Side River Denys,45.85,-61.21
South Slocan,49.46,-117.51
South Slope,49.21,-123
South Stormont,45.08,-74.92
South Sumas,49.11,-122
South Surrey,49.05,-122.79
South Taylor,56.1,-120.63
South Tetagouche,47.6,-65.81
South Tilley,46.81,-67.61
South Tremont,44.93,-64.92
South Tweedside,45.6,-67.02
South Uniacke,44.86,-63.78
South Victoria,45.7,-63.72
South View,53.65,-114.66
South Walkerville,42.29,-83
South Waterville,46.04,-67.32
South Waterville,45.02,-64.64
South Wellington,49.1,-123.88
South West Margaree,46.28,-61.14
South West Port Mouton,43.89,-64.81
South Wilberforce,45.01,-78.21
South Williamston,44.87,-65.11
South Windsor,42.26,-83.02
South Winsloe,46.31,-63.17
South Woodslee,42.19,-82.71
South Wynhurst,44.22,-79.46
Southarm,49.13,-123.1
Southcote,43.18,-79.95
Southcrest Estates,42.95,-81.27
Southdale,44.66,-63.54
Southdale,42.94,-81.23
Southeast Placentia,47.21,-53.93
Southend 200,56.32,-103.2
Southend 200A,56.31,-103.26
Southern Bay,48.4,-53.62
Southern Harbour,47.72,-53.95
Southfield,45.59,-65.62
Southfield Road,45.61,-65.66
Southgate,43.61,-80.97
Southlands,49.99,-110.65
Southport,49.91,-98.27
Southport,48.04,-53.63
Southside Boularderie,46.19,-60.46
Southside Harbour,45.63,-61.89
Southview,50.52,-112.305
Southview Beach,44.56,-79.26
Southview Cove,44.55,-79.27
Southview Estates,44.44,-78.74
Southville,44.35,-65.89
Southwest Cove,44.72,-62.82
Southwest Crouse,50.9,-55.89
Southwest Mabou,46.04,-61.42
Southwest Middlesex,42.75,-81.7
South-West Oxford,42.97,-80.81
Southwold,42.775,-81.335
Southwood,50.95,-114.08
Sovereign,51.51,-107.71
Sowchea 3,54.42,-124.39
Sowchea 3A,54.42,-124.4
Sowerby,46.29,-83.38
Spa Springs,44.97,-65.04
Spaffordton,44.4,-76.52
Spahomin Creek 4,50.07,-120.2
Spahomin Creek 8,50.08,-120.21
Spakels 17,54.72,-130.23
Spalding,52.32,-104.49
Spanaknok 57,54.47,-130.06
Spanish Ship Bay,45.02,-62.03
Spar Mica,50.29,-62.77
Sparkle City,44.73,-75.53
Sparrow Lake,44.82,-79.37
Spatsum 11,50.57,-121.29
Spatsum 11A,50.58,-121.3
Spayaks 60,54.35,-130.05
Spearhill,51.31,-98.34
Spectacle Lakes,44.37,-64.38
Spedden,54.13,-111.72
Speedside,43.66,-80.28
Speers,52.7,-107.55
Speersville,43.9,-79.99
Speerville,46.04,-67.62
Spence,45.57,-79.63
Spence Lake,51.58,-99.57
Spence Settlement,46.14,-63.88
Spencers Island,45.35,-64.71
Spences Bridge 4,50.41,-121.36
Spences Bridge 4C,50.42,-121.33
Speous 8,50.12,-121
Sperling,49.5,-97.7
Speyside,43.57,-79.97
Speyum 3,49.93,-121.46
Spicers Cove,45.43,-64.89
Spillars Cove,51.59,-55.49
Spilmouse 4,51.45,-122
Spintlum Flat 3,50.33,-121.65
Spirit River Settlement,55.75,-118.79
Split Lake 171,56.23,-96.19
Split Lake 171A,56.2,-96.08
Split Lake 171B,56.1,-96.17
Spokwan 48,54.71,-130.23
Spotted Island,53.48,-55.77
Spout Cove,47.81,-53.12
Spring Bay,45.73,-82.32
Spring Bay,50.93,-105.14
Spring Brook,46.51,-64.88
Spring Brook,44.4,-77.61
Spring Creek,45.96,-79.93
Spring Hill,45.19,-75.47
Spring Lake,53.51,-114.13
Spring Valley,43.96,-77.83333333
Spring Valley,45.84,-74.18
Springbank,43.06,-81.66
Springbrook,43.65,-79.79
Springbrook,46.5,-70.82
Springdale Park,45.08,-79.34
Springfield Settlement,47.66,-65.38
Springford,42.91,-80.66
Springhaven,43.91,-65.85
Springhill Junction,45.69,-64.1
Springhouse,51.96,-122.13
Springhurst Beach,44.47,-80.07
Springmount,44.55,-80.98
Springstein,49.8,-97.49
Springtown,45.34,-76.65
Springvale,43.11666667,-80.67
Springville,45.45,-62.62
Springville,44.24,-78.4
Springwater,44.49,-79.85
Springwater,51.96,-108.38
Springwater Lakes,44.14,-80.13
Spruce Avenue,53.55,-113.5
Spruce Bay,53.2,-107.69
Spruce Bay Heights,50.79,-96.98
Spruce Brook,47.56,-65.12
Spruce Brook,48.75,-58.17
Spruce Cliff,51.05,-114.15
Spruce Green,43.7,-80.62
Spruce Hedge,45.33,-76.64
Spruce Home,53.4,-105.76
Spruce Lake,45.21,-66.17
Spruce Lake,53.53,-109.08
Spruce Park,53.31,-60.39
Sprucewoods,49.82,-99.65
Spry,44.94,-81.32
Spry Bay,44.83,-62.59
Spry Harbour,44.83,-62.62
Spryfield,44.61,-63.61
Spurfield,55.22,-114.26
Spuzzum,49.68,-121.41
Spuzzum 1,49.65,-121.41
Spuzzum 1A,49.65,-121.41
Spuzzum 7,49.65,-121.39
Squaam 2,51.07,-119.77
Squaderee 91,54.14,-130.78
Squaw Cap,47.88,-66.9
Squaw-Hay-One 11,48.9,-123.7
Squawkum Creek 3,49.23,-122
Squeah 6,49.5,-121.41
Squiaala 7,49.15,-121.98
Squiaala 8,49.16,-122
Squianny 10,50.35,-121.31
Squilax,50.87,-119.61
Squinas 2,52.47,-125.29
Squin-Lix-Stat 3,55.04,-128.27
Squire,44.51,-80.98
Squires Beach,43.81,-79.04
Squirrel Cove 8,50.14,-124.92
St. Albert Settlement,53.63,-113.69
St. Almo,46.84,-67.42
St. Alphonse,49.43,-99
St. Alphonse,44.13,-66.17
St. Andrews Channel,45.93,-60.5
St. Andrews Heights,51.06,-114.11
St. Anns,46.21,-60.6
St. Anns,43.07,-79.5
St. Augustine,43.84,-81.5
St. Basile 10,47.36,-68.3
St. Benoni,44.21,-66.11
St. Bernard,44.4,-66.04
St. Bernard's-Jacques Fontaine,47.51,-54.9
St. Boniface,49.87,-97.07
St. Boswells,50.05,-106.83
St. Carols,51.37,-55.5
St. Charles,46.36,-80.41
St. Charles Range,49.91,-97.33
St. Christopher,44.18,-78.78
St. Clair,42.78,-82.35
St. Clair Beach,42.31,-82.85
St. Claire Gardens,45.35,-75.74
St. Clements,43.52,-80.65
St. Cloud,46.39,-80.79
St. Columba,45.98,-60.85
St. Columban,43.52,-81.32
St. Croix,45.56,-67.41
St. Croix,44.96,-64.03
St. Croix 34,44.9,-64.06
St. Croix Cove,44.92,-65.29
St. David Ridge,45.25,-67.24
St. Davids,44.33,-76.78
St. Elmo,45.16,-77.135
St. Esprit,45.64,-60.52
St. Eugene Mission,49.58,-115.75
St. Felix,46.92,-64.02
St. Francis Harbour,45.44,-61.31
St. François Xavier,49.91,-97.54
St. George's,48.41,-58.49
St. Georges Channel,45.72,-61.02
St. George's Hill,55.88,-108.96
St. Germain South,49.72,-97.08
St. Helens,43.9,-81.51
St. Hubert Mission,50.21,-102.35
St. Isidore-de-Bellevue,52.78,-105.91
St. Ives,50.98,-119.1
St. Ives,43.15,-81.16
St. Jacques-Coomb's Cove,47.47,-55.54
St. James,49.88,-97.24
St. James Town,43.66,-79.37
St. Joachim,42.27,-82.63
St. John Island,50.81,-57.24
St. Johns,43.075,-79.67
St. Jones Within,48.04,-53.75
St. Joseph,49.13,-97.39
St. Joseph,44.895,-64.04
St. Joseph,44.83,-82.855
St. Joseph du Moine,46.52,-61.06
St. Joseph Mission,52.06,-121.95
St. Joseph's,47.09,-53.51
St. Joseph's,50.49,-104.17
St. Labre,49.33,-96.03
St. Laurent,50.41,-97.94
St. Leon,49.36,-98.58
St. Lewis,52.37,-55.7
St. Lina,54.29,-111.45
St. Malo Settlement,49.33,-96.95
St. Marks,50.19,-98.05
St. Martin,51.71,-98.68
St. Martin,44.16,-66.13
St. Martin Junction,51.71,-98.73
St. Mary,47.6,-65.62
St. Mary's 1,49.58,-115.75
St. Mary's 24,45.96,-66.63
St. Marys River,45.08,-61.93
St. Michael,53.83,-112.63
St. Michaels,47.19,-52.84
St. Nicholas,46.41,-63.95
St. Ola,44.85,-77.6
St. Ouens,50.05,-96.45
St. Patricks Channel,46.05,-60.92
St. Paul Junction,53.62,-113.38
St. Pauls Station,43.31,-81.05
St. Peters Fishing Station 1A,50.4,-96.9
St. Phillips,43.7,-79.53
St. Pie X,49.69,-93.65
St. Raphaels,45.21,-74.59
St. Shott's,46.63,-53.58
St. Vital,49.8,-97.08
Staffa,43.44,-81.33
Stag Harbour,49.57,-54.28
Stagsburn,45.78,-76.01
Staiyahanny 8,50.06,-121.54
St-Albert,45.25,-75.12
Stalwart,51.23,-105.43
Stamford,43.12,-79.1
Stamford Centre,43.11,-79.1
St-Amour,45.44,-74.83
Stampville,44.87,-75.31
Stanbridge East,45.11,-72.91
Stanbridge Station,45.11,-73.03
Stanburne,44.59,-64.71
Standing Buffalo 78,50.81,-103.89
Stanley 157,55.4,-104.56
Stanley 157A,55.39,-104.36
Stanley Corners,45.23,-75.9
Stanley House,45.21,-79.72
Stanley Park,43.44,-80.44
Stanley Section,44.5,-64.72
Stanleydale,45.36,-79.4
Stanleyville,44.8,-76.31
Stanmore,51.57,-111.51
Stanstead,45.06,-72.15
Stanstead-Est,45.1,-72.05
Stanton,44.14,-80.03
Stanwood,44.39,-77.76
Stapledon,45.15,-75.89
Staples,42.17,-82.59
Staples Settlement,46.06,-67.07
Star,43.88,-79.94
Star Blanket 83,50.95,-103.33
Star Blanket 83B,50.76,-103.79
Star Blanket 83C,51,-103.65
Star Blanket 83-D,50.93,-103.07
Star Blanket 83E,50.93,-103.22
Star Blanket 83F,50.96,-103.25
Star Blanket 83G,50.88,-103.2
Star Blanket 83H,50.97,-103.24
Star Blanket 83I,50.98,-103.25
Star Blanket 83J,51,-103.25
Star Blanket 83K,50.98,-103.24
Star Blanket 83L,50.9,-103.22
Star Corners,44.37,-76.68
Stardale,45.53,-74.55
Starks Corners,45.58,-76.6
Starkville,43.99,-78.51
Starrat,45.54,-79.52
Starratt-Olsen,50.94,-93.93
Starr's Beach,44.21,-78.84
Station des Forces canadiennes Aldergrove,49.07,-122.48
Station des Forces canadiennes Flin Flon,54.72,-101.97
Station des Forces canadiennes Holberg,50.66,-128.07
Station des Forces canadiennes Leitrim,45.33,-75.58
Station des Forces canadiennes Masset,54.02,-132.1
Station des Forces canadiennes St. John's,47.58,-52.67
Stave Falls,49.21,-122.35
Stawamus 24,49.69,-123.15
Staynerville,45.63,-74.42
St-Bernardin,45.45,-74.8
Ste. Amélie,50.98,-99.38
Ste. Anne du Ruisseau,43.83,-65.92
Ste. Elizabeth,49.34,-97.18
Ste. Rita,49.88,-96.29
Stead,50.42,-96.44
Steady Brook,48.95,-57.81
Steam Mill,45.1,-64.51
Steam Mill Village,45.1,-64.51
Ste-Anne,45.44,-74.47
Ste-Anne-de-Prescott,45.44,-74.47
Steeles,43.81,-79.31
Steeles Corners,43.79,-79.42
Steeles Hill,46.17,-59.98
Steelhead,49.23,-122.31
Steelman,49.3,-102.6
Steelton,46.52,-84.34
Steen,52.68,-103.53
Steen River,59.62,-117.16
Steenburg Lake,44.82,-77.69
Steep Creek,45.55,-61.34
Steep Rock,51.44,-98.79
Steep Rock Lake,48.81,-91.65
Steeves Mills,45.93,-64.8
Steeves Mountain,46.08,-65.01
Steeves Settlement,46.01,-65.24
Steevescote,45.92,-64.7
Steinhauer,53.46,-113.5
Stella,44.17,-76.69
Stellako,54.06,-124.9
Stellaquo (Stella) 1,54.05,-124.91
Stenen,51.89,-102.37
Stephens Bay,45,-79.35
Stepstone,48.56,-89.23
Stequmwhulpa 5,50.84,-119.61
Sterling,46.2,-59.95
Ste-Rose,45.36,-74.97
Ste-Rose-de-Prescott,45.36,-74.97
Stevens,49.54,-85.8
Stevens Mountain,45.58,-63.64
Stevenson,42.18,-82.32
Steveston,49.13,-123.18
Stewart Farm,45.35,-75.73
Stewart Hall,44.22,-78.32
Stewart Heights,44.34,-78.43
Stewartdale,46,-61.14
Stewarton,45.72,-65.84
Stewarts Glen,45.34,-74.84
Stewarttown,43.62,-79.92
Stewartville,45.4,-76.5
St-François-de-Madawaska,47.24,-68.7
St-Georges,50.53,-96.14
Stick Point,51.42,-57.66
Stickney,46.38,-67.56
Stikine River 7,57.89,-131.17
Stilesville,46.16,-64.88
Stillwater,50.905,-122.125
Stillwater,45.19,-62
Stillwater Lake,44.69,-63.83
Stinson,46.51,-80.68
Stirling Brook,45.31,-63.55
Stirling Falls,45.68,-79.44
Stirling-Rawdon,44.38,-77.61
Stirton,43.73,-80.68
Stlakament 9,50.05,-121.55
Stock Cove,48.53,-53.34
Stockdale,44.19,-77.62
Stocking Harbour,49.74,-55.96
Stockton,49.58,-99.45
Stoco,44.46,-77.27
Stone 1,51.93,-123.15
Stone 1A,51.9,-123.14
Stone 4,51.83,-123.18
Stone Industrial,53.54,-113.62
Stone Mills,44.48,-76.96
Stonebrook,45.75,-77.1
Stonecliffe,46.21,-77.89
Stoneham,47,-71.36
Stoneham-et-Tewkesbury,47.16,-71.43
Stonehaven,47.74,-65.36
Stonehenge,49.51,-106.11
Stonehurst East,44.36,-64.21
Stonehurst West,44.36,-64.23
Stoneleigh,45.1,-79.24
Stoner,53.63,-122.65
Stoneridge,43.04,-80.06
Stones Corners,44.67,-75.64
Stoney 142-143-144,51.14,-114.92
Stoney 142B,51.32,-114.77
Stoney Creek,45.99,-64.7
Stoney Creek,43.2,-79.7
Stoney Island,43.47,-65.57
Stoney Point,45.89,-61.05
Stoneybrook,43.03,-81.25
Stoneycroft,45.41,-65.95
St-Onge,45.26,-75.29
Stony Beach,50.46,-105.16
Stony Creek 1,53.94,-124.11
Stony Plain 135A,53.73,-114.42
Stonyridge,44.59,-78.02
Stonywood,43.98,-80.5
Stop 19,43,-79.27
Storeytown,46.56,-66.13
Storie,46.04,-79.45
Stories Beach,49.91,-125.18
Storkson's Corner,48.91,-94.4
Stormont,45.22,-61.73
Storms Corners,44.24,-76.81
Stornoway,45.71,-71.16
Stornoway,51.28,-102.03
Stout 8,49.63,-121.38
Strabane,43.37,-80.03
Straders Hill,44.97,-75.31
Straiton,49.08,-122.2
Strange,43.92,-79.58
Stranraer,51.71,-108.48
Strasburg,43.39,-80.45
Strathadam,46.96,-65.66
Strathallan,43.21,-80.8
Strathavon,44.48,-80.77
Strathburn,42.71,-81.67
Strathcona,53.52,-113.48
Strathcona,49.28,-123.08
Strathcona,44.3,-76.9
Strathcona Gardens,43.35,-79.76
Strathcona Industrial Park,53.47,-113.47
Strathcona Park,51.04,-114.17
Strathcona Park,44.25,-76.52
Strathearn,53.53,-113.45
Strathlorne,46.18,-61.28
Strathnairn,44.52,-80.67
Strathnaver,53.28,-122.49
Strathroy-Caradoc,42.91,-81.53
Strawberry Hill,49.13,-122.88
Strawberry Vale,48.46,-123.41
Streets Ridge,45.72,-63.63
Streetsville,43.58,-79.72
Strickland,49.28,-81.86
Stromness,42.87,-79.54
Strong,45.735,-79.435
Strong Corner,46.35,-67.62
Strongfield,51.33,-106.59
Strong's Island,49.48,-54.78
Strongville,44.42,-79.92
Stroud,44.32,-79.61
Stryen 9,50.28,-121.63
Stuart Lake (Dunah Island) 10,54.51,-124.58
Stuart Lake (Hungry Island) 9,54.5,-124.56
Stuart Town,45.01,-66.94
Stuartburn,49.13,-96.76
Stuie,52.36,-126.06
Stullawheets 8,49.47,-121.42
Stump Lake,50.38,-120.33
Sturgeon,53.62,-113.61
Sturgeon Bay,44.73,-79.73
Sturgeon Beach,44.73,-79.73
Sturgeon Falls 23,48.74,-92.34
Sturgeon Heights,55.08,-117.67
Sturgeon Lake 101,53.41,-106.05
Sturgeon Lake 101A,53.38,-106.36
Sturgeon Lake 101B,53.45,-106.7
Sturgeon Lake 101D,53.46,-106.67
Sturgeon Lake 154,55.06,-117.47
Sturgeon Lake 154A,55.12,-117.47
Sturgeon Lake 154B,54.98,-117.56
Sturgeon Lake101C,49.12,-106.5
Sturgeon Landing,54.26,-101.81
Sturgeon Point,44.46,-78.7
Sturgeon River,49.67,-87.31
Sturgeon Weir 184F,54.29,-101.85
Sturgeon Weir 205,54.28,-101.81
Stymiest Road,47.3,-65.09
Success,50.45,-108.07
Sucker Creek 150A,55.45,-116.15
Sucker Creek 23,45.96,-81.99
Sucker Creek Landing,46.21,-80.31
Sucker Lake 2,57.37,-125.58
Sucker River 156C,55.28,-105.17
Sucwoa 6,49.8,-126.49
Sudbury Training Area,46.39,-80.92
Suffield Training Area,50.45,-110.83
Sugar Camp,45.69,-61.32
Sugar Island 37A,44.21,-78.13
Sugar Loaf,46.94,-60.46
Sugar Loaf Pond,45.12,-72.33
Sullivan,49.11,-122.8
Sullivan,43.77,-79.31
Sullivan,48.12,-77.83
Sullivan Heights,49.25,-122.9
Sulphide,44.52,-77.24
Sumas Cemetery 12,49.13,-122.09
Summerberry,50.42,-103.09
Summerfield,46.175,-66.625
Summerfield Beach,53.03,-108.3
Summerhill,43.68,-81.54
Summerlea,53.52,-113.62
Summers Corners,42.76,-80.93
Summerstown,45.06,-74.55
Summerstown Station,45.09,-74.59
Summerville,45.35,-66.08
Summerville,48.45,-53.55
Summerville,44.485,-65.08
Summerville,43.62,-79.57
Summerville Centre,43.95,-64.81
Summit Lake,54.25,-122.63
Sunalta,51.05,-114.1
Sunbreaker Cove,52.38,-114.18
Sunbury,44.37,-76.42
Sunchild 202,52.67,-115.34
Suncrest,49.21,-123.01
Sundance,50.9,-114.03
Sundance Beach,53.08,-114.12
Sundayman's Meadow 3,53.12,-124.33
Sundown,49.1,-96.26
Sunken Lake,44.99,-64.44
Sunkist Beach,44.32,-79.27
Sunnidale,44.36,-79.99
Sunnidale Corners,44.43,-80.01
Sunningdale,49.11,-117.71
Sunningdale,43.46,-79.7
Sunningdale,50.41,-105.55
Sunny Acres,46.11,-64.76
Sunny Acres West,46.11,-64.76
Sunny Bank,48.83,-64.6
Sunny Brae,46.1,-64.77
Sunny Brae,45.4,-62.5
Sunny Slope,45.61,-79.88
Sunnybrae,50.76,-119.26
Sunnybrae,44.32,-77.91
Sunnybrook,53.19,-114.23
Sunnybrook,44.41,-64.33
Sunnyside Beach,53.56,-105.88
Sunnyslope,51.64,-113.55
Sunnyville,45.38,-61.53
Sunpoke,45.78,-66.59
Sunrise,46.86,-60.54
Sunrise Beach,53.78,-114.04
Sunrise Beach,44.17,-78.86
Sunset,49.21,-123.08
Sunset Acres,44.69,-63.49
Sunset Beach,54.72,-113.54
Sunset Beach,49.4,-123.25
Sunset Beach,43.996,-80.664
Sunset Beach,50.59,-102.65
Sunset Cove,50.81,-104.99
Sunset Park,46.26,-79.44
Sunset Point,53.69,-114.34
Sunset Prairie,55.85,-120.76
Sunset Valley,45.38,-66.27
Sunset View,44.14,-78.91
Sunset View Beach,53.54,-108.63
Sunshine,46.16,-85.505
Sunshine Bay,49.6,-117
Sunshine Hills,49.11,-122.9
Sunshine Valley,49.26,-121.23
Sunwapta,53.55,-113.65
Suomi,48.23,-89.98
Superb,51.88,-109.45
Superior Junction,50.09,-91.77
Surettes Island,43.76,-65.93
Surrey Centre,49.11,-122.75
Susk 17,53.93,-133.12
Sussex Corner,45.71,-65.47
Sussex Training Area,45.72,-65.49
Sutaquis 18,49.24,-125.95
Sutherland,42.29,-83.05
Sutherland,52.13,-106.6
Sutherland Lake,45.52,-63.68
Sutherlands River,45.58,-62.49
Sutorville,42.9,-81.96
Sutton Bay,47.56,-79.59
Sutton Junction,45.14,-72.59
Suwanne Lake,55.82,-98.83
Suwannee Lake,56.14,-100.13
SW Hill,50.03,-110.69
Swahliseah 14,49.42,-121.41
Swain Post,51.27,-92.68
Swalwell,51.55,-113.31
Swampy Lake 236,56.39,-115.43
Swan 35,49.35,-126.27
Swan Creek,45.85,-66.3
Swan Crossing,44.97,-75.69
