Municipality,Province - Territory,Latitude,Longitude
Saint-Germain,Quebec,47.58,-69.8
Saint-Gilbert,Quebec,46.71,-72
Saint-Gilles,Quebec,46.51,-71.36
Saint-Godefroi,Quebec,48.08,-65.11
Saint-Guillaume-Nord,Quebec,46.6,-74.1
Saint-Guy,Quebec,48.03,-68.78
Saint-Henri,Quebec,46.7,-71.06
Saint-Henri-de-Taillon,Quebec,48.66,-71.83
Saint-Hermas,Quebec,45.6,-74.19
Saint-Herménégilde,Quebec,45.1,-71.66
Saint-Hilaire-de-Dorset,Quebec,45.86,-70.85
Saint-Hilarion-du-Lac,Quebec,47.56,-70.43
Saint-Hilarion-Nord,Quebec,47.59,-70.41
Saint-Hippolyte,Quebec,45.93,-74.01
Saint-Honoré-de-Shenley,Quebec,45.96,-70.83
Saint-Honoré-Station,Quebec,47.71,-69.13
Saint-Hubert,Quebec,45.48,-73.42
Saint-Hyacinthe-le-Confesseur,Quebec,45.65,-72.94
Saint-Ignace-de-Loyola,Quebec,46.06,-73.13
Saint-Ignace-de-Stanbridge,Quebec,45.16,-72.95
Saint-Ignace-du-Lac,Quebec,46.71,-73.79
Saint-Irénée,New Brunswick,47.5,-65.01
Saint-Irénée,Quebec,47.56,-70.2
Saint-Irénée-les-Bains,Quebec,47.55,-70.22
Saint-Isidore-d'Auckland,Quebec,45.26,-71.51
Saint-Isidore-de-Clifton,Quebec,45.26,-71.51
Saint-Isidore-de-Gaspé,Quebec,48.45,-64.44
Saint-Jacques-de-Leeds,Quebec,46.28,-71.35
Saint-Jacques-le-Majeur-de-Causapscal,Quebec,48.38,-67.25
Saint-Jacques-le-Majeur-de-Wolfestown,Quebec,45.93,-71.5
Saint-Jacques-le-Mineur,Quebec,45.28,-73.41
Saint-Janvier,Quebec,45.7,-73.92
Saint-Janvier-de-Joly,Quebec,46.48,-71.66
Saint-Jean-Baptiste-de-Rouville,Quebec,45.52,-73.12
Saint-Jean-Chrysostome,Quebec,46.71,-71.2
Saint-Jean-de-Brébeuf,Quebec,46.18,-71.46
Saint-Jean-de-Cherbourg,Quebec,48.85,-67.11
Saint-Jean-de-la-Lande,Quebec,46.735,-69.69
Saint-Jean-de-l'Île-d'Orléans,Quebec,46.91,-70.9
Saint-Jean-de-Matapédia,Quebec,47.96,-67.21
Saint-Jean-des-Piles,Quebec,46.69,-72.74
Saint-Jean-Eudes,Quebec,48.43,-71.13
Saint-Jean-Port-Joli-Station,Quebec,47.2,-70.25
Saint-Jean-sur-le-Lac,Quebec,46.55,-75.58
Saint-Jean-Vianney,Quebec,45.57,-70.83
Saint-Jérôme-de-Matane,Quebec,48.83,-67.53
Saint-Joachim,Quebec,47.05,-70.85
Saint-Joachim-de-Courval,Quebec,45.97,-72.55
Saint-Joachim-de-Shefford,Quebec,45.45,-72.53
Saint-Jogues,Quebec,48.17,-65.25
Saint-Jogues-Sud,Quebec,48.14,-65.23
Saint-Joseph,New Brunswick,46.285,-64.905
Saint-Joseph,Quebec,45.74,-74.965
Saint-Joseph-de-Blandford,Quebec,46.36,-72
Saint-Joseph-de-Coleraine,Quebec,45.96,-71.36
Saint-Joseph-de-Kamouraska,Quebec,47.61,-69.63
Saint-Joseph-de-Kent,New Brunswick,46.44,-64.75
Saint-Joseph-de-la-Pointe-De Lévy,Quebec,46.8,-71.13
Saint-Joseph-de-la-Rive,Quebec,47.45,-70.36
Saint-Joseph-de-Lepage,Quebec,48.58,-68.16
Saint-Joseph-de-Madawaska,New Brunswick,47.45,-68.31
Saint-Joseph-de-Matapédia,Quebec,47.93,-67.1
Saint-Joseph-de-Mékinac,Quebec,46.91,-72.69
Saint-Joseph-des-Érables,Quebec,46.28,-70.91
Saint-Joseph-des-Monts,Quebec,49.03,-66.47
Saint-Joseph-de-Sorel,Quebec,46.04,-73.12
Saint-Joseph-du-Lac,Quebec,45.53,-74
Saint-Jovite-Station,Quebec,46.13,-74.59
Saint-Jude,Quebec,45.76,-72.98
Saint-Jules,Quebec,47.23,-68.43
Saint-Jules-de-Beauce,Quebec,46.22,-70.94
Saint-Julien,Quebec,46,-71.53
Saint-Juste-du-Lac,Quebec,47.65,-68.75
Saint-Justin,Quebec,46.25,-73.08
Saint-Lambert,Quebec,47.225,-76.485
Saint-Lambert-de-Lauzon,Quebec,46.58,-71.2
Saint-Laurent,New Brunswick,47.72,-65.77
Saint-Laurent,Quebec,45.5,-73.68
Saint-Laurent-de-l'Île-d'Orléans,Quebec,46.86,-71.01
Saint-Laurent-du-Fleuve,Quebec,45.93,-73.2
Saint-Lazare,New Brunswick,46.41,-64.91
Saint-Lazare,Quebec,45.4,-74.13
Saint-Léandre,Quebec,48.73,-67.6
Saint-Léon,Quebec,47.28,-70.74333333
Saint-Léonard,New Brunswick,47.16,-67.92
Saint-Léonard,Quebec,45.59,-73.6
Saint-Léonard-de-Portneuf,Quebec,46.88,-71.91
Saint-Léonard-Parent,New Brunswick,47.14,-67.9
Saint-Léon-de-Standon,Quebec,46.48,-70.61
Saint-Léon-le-Grand,Quebec,47.345,-70.215
Saint-Liguori,Quebec,46.01,-73.56
Saint-Lin–Laurentides,Quebec,45.85,-73.76
Saint-Louis,Quebec,46.615,-71.69
Saint-Louis-de-Bagot,Quebec,48.35,-70.99
Saint-Louis-de-Blandford,Quebec,46.25,-72
Saint-Louis-de-France,Quebec,46.42,-72.59
Saint-Louis-de-Gonzague-du-Cap-Tourmente,Quebec,47.06,-70.83
Saint-Louis-de-Masham,Quebec,45.66,-76.13
Saint-Louis-de-Terrebonne,Quebec,45.7,-73.78
Saint-Louis-du-Ha! Ha!,Quebec,47.66,-68.98
Saint-Luc,New Brunswick,46.73,-65.17
Saint-Luc,Quebec,45.35,-73.3
Saint-Luc-de-Bellechasse,Quebec,46.5,-70.48
Saint-Luc-de-Matane,Quebec,48.79,-67.47
Saint-Luc-de-Vincennes,Quebec,46.5,-72.41
Saint-Lucien,Quebec,45.86,-72.26
Saint-Ludger,Quebec,45.75,-70.7
Saint-Ludger-de-Milot,Quebec,48.9,-71.81
Saint-Majorique,Quebec,45.93,-72.58
Saint-Majorique-de-Grantham,Quebec,45.93,-72.58
Saint-Malachie,Quebec,46.53,-70.76
Saint-Malachie-Station,Quebec,46.53,-70.78
Saint-Marc-de-Figuery,Quebec,48.46,-78.05
Saint-Marc-de-Latour,Quebec,48.81,-68.98
Saint-Marc-du-Lac-Long,Quebec,47.38,-68.9
Saint-Marcel,New Brunswick,46.31,-64.58
Saint-Marcel,Quebec,46.9,-70.06
Saint-Marcel-de-Richelieu,Quebec,45.86,-72.9
Saint-Marcellin,Quebec,48.33,-68.3
Saint-Marc-sur-Richelieu,Quebec,45.68,-73.2
Saint-Martin-de-Kent,New Brunswick,46.34,-64.66
Saint-Mathias-de-Bonneterre,Quebec,45.3,-71.38
Saint-Mathias-sur-Richelieu,Quebec,45.46,-73.26
Saint-Mathieu,Quebec,46.745,-71.245
Saint-Mathieu-de-Beloeil,Quebec,45.56,-73.2
Saint-Mathieu-de-Rioux,Quebec,48.18,-68.98
Saint-Mathieu-d'Harricana,Quebec,48.46,-78.13
Saint-Mathieu-du-Parc,Quebec,46.56,-72.91
Saint-Maure,New Brunswick,47.95,-66.46
Saint-Maurice,New Brunswick,46.49,-64.8
Saint-Maurice,Quebec,46.46,-72.53
Saint-Maurice-de-Dalquier,Quebec,48.64,-77.98
Saint-Maurice-de-l'Échouerie,Quebec,49.05,-64.48
Saint-Maxime-du-Mont-Louis,Quebec,49.23,-65.73
Saint-Médard,Quebec,48.03,-68.9
Saint-Méthode,Quebec,47.38,-71.74
Saint-Michel-de-Wentworth,Quebec,45.77,-74.48
Saint-Michel-du-Squatec,Quebec,47.88,-68.71
Saint-Modeste,Quebec,47.83,-69.4
Saint-Modeste-Station,Quebec,47.79,-69.4
Saint-Moïse,Quebec,48.51,-67.85
Saint-Narcisse,Quebec,46.52,-71.845
Saint-Narcisse-de-Beaurivage,Quebec,46.48,-71.23
Saint-Narcisse-de-Rimouski,Quebec,48.28,-68.43
Saint-Nazaire,Quebec,48.58,-71.53
Saint-Nazaire-d'Acton,Quebec,45.73,-72.61
Saint-Nazaire-de-Berry,Quebec,48.71,-78.25
Saint-Nazaire-de-Dorchester,Quebec,46.55,-70.66
Saint-Nérée-de-Bellechasse,Quebec,46.73,-70.71
Saint-Nérée-Station,Quebec,46.68,-70.66
Saint-Nicolas,Quebec,46.925,-71.125
Saint-Norbert,New Brunswick,46.46,-64.97
Saint-Norbert,Quebec,46.16,-73.31
Saint-Norbert-d'Arthabaska,Quebec,46.1,-71.81
Saint-Octave-de-Métis,Quebec,48.6,-68.08
Saint-Odilon-de-Cranbourne,Quebec,46.36,-70.68
Saint-Omer,Quebec,47.58,-67.97
Saint-Onésime,Quebec,47.32,-69.98
Saint-Onésime-d'Ixworth,Quebec,47.3,-69.93
Saint-Pacôme-Station,Quebec,47.41,-69.97
Saint-Pascal-Baylon,Ontario,45.49,-75.15
Saint-Patrice,Quebec,47.81,-69.57
Saint-Patrice-de-Beaurivage,Quebec,46.41,-71.23
Saint-Patrice-de-Sherrington,Quebec,45.16,-73.51
Saint-Paul-d'Abbotsford,Quebec,45.43,-72.88
Saint-Paul-de-la-Croix,Quebec,47.95,-69.2
Saint-Paul-de-l'Île-aux-Noix,Quebec,45.13,-73.28
Saint-Paul-d'Industrie,Quebec,45.98,-73.44
Saint-Paul-du-Nord,Quebec,48.57,-69.23
Saint-Paul-Est,Quebec,46.74,-70.33
Saint-Philémon-Nord,Quebec,46.7,-70.49
Saint-Philémon-Sud,Quebec,46.65,-70.39
Saint-Philibert,Quebec,46.13,-70.55
Saint-Philippe,New Brunswick,46.21,-64.69
Saint-Philippe,Quebec,45.485,-73.94
Saint-Philippe-de-La Prairie,Quebec,45.35,-73.47
Saint-Philippe-Est,Quebec,45.63,-74.39
Saint-Pie-de-Guire,Quebec,46,-72.75
Saint-Pierre,Quebec,45.52333333,-73.66666667
Saint-Pierre-Baptiste,Quebec,46.2,-71.61
Saint-Pierre-de-Broughton,Quebec,46.25,-71.2
Saint-Pierre-de-Kent,New Brunswick,46.51,-64.75
Saint-Pierre-de-Lamy,Quebec,47.78,-69
Saint-Pierre-de-la-Rivière-du-Sud,Quebec,46.91,-70.63
Saint-Pierre-de-l'Île-d'Orléans,Quebec,46.88,-71.06
Saint-Pierre-de-Wakefield,Quebec,45.7,-75.71
Saint-Pierre-Montmagny,Quebec,46.9,-70.62
Saint-Placide,Quebec,45.53,-74.2
Saint-Placide-de-Charlevoix,Quebec,47.4,-70.62
Saint-Placide-Nord,Quebec,47.46,-70.59
Saint-Polycarpe,Quebec,45.3,-74.3
Saint-Pons,New Brunswick,47.47,-64.96
Saint-Prime,Quebec,48.58,-72.33
Saint-Prosper,Quebec,46.21,-70.48
Saint-Prosper-de-Champlain,Quebec,46.61,-72.28
Saint-Raphaël-sur-Mer,New Brunswick,47.79,-64.56
Saint-Rédempteur,Quebec,46.06,-72.835
Saint-Rémi-d'Amherst,Quebec,46,-74.76
Saint-Rémi-de-Tingwick,Quebec,45.86,-71.81
Saint-René,Quebec,46.01,-70.61
Saint-René-de-Matane,Quebec,48.7,-67.38
Saint-Robert,Quebec,45.96,-73
Saint-Robert-Bellarmin,Quebec,45.75,-70.58
Saint-Roch,Quebec,48.01,-78.94
Saint-Roch-de-l'Achigan,Quebec,45.85,-73.6
Saint-Roch-de-Mékinac,Quebec,46.81,-72.76
Saint-Roch-de-Richelieu,Quebec,45.88,-73.16
Saint-Roch-Ouest,Quebec,45.85,-73.65
Saint-Romain,Quebec,45.78,-71.1
Saint-Romuald,Quebec,46.75,-71.23
Saint-Rosaire,Quebec,46.16,-72.03
Saint-Samuel,Quebec,46.06,-72.21
Saint-Samuel-de-Horton,Quebec,46.06,-72.2
Saint-Samuel-Station,Quebec,45.71,-70.91
Saints-Anges,Quebec,46.41,-70.88
Saint-Sébastien,Quebec,45.445,-72.055
Saint-Sévère,Quebec,46.35,-72.9
Saint-Séverin,Quebec,46.485,-71.775
Saint-Siméon-de-Bonaventure,Quebec,48.07,-65.56
Saint-Siméon-Est,Quebec,48.07,-65.54
Saint-Siméon-Ouest,Quebec,48.07,-65.6
Saint-Simon,Quebec,46.965,-70.955
Saint-Simon-de-Bagot,Quebec,45.73,-72.87
Saint-Simon-de-Rimouski,Quebec,48.2,-69.04
Saint-Simon-les-Mines,Quebec,46.21,-70.68
Saint-Sixte,Quebec,45.7,-75.21
Saints-Martyrs,Quebec,45.85,-71.53
Saints-Martyrs-Canadiens,Quebec,45.85,-71.53
Saint-Sosime,New Brunswick,46.38,-65.25
Saint-Stanislas,Quebec,47.805,-72.29
Saint-Stanislas-de-Kostka,Quebec,45.18,-74.13
Saint-Sulpice,Quebec,45.83,-73.35
Saint-Sylvère,Quebec,46.23,-72.21
Saint-Télesphore,Quebec,46.03,-72.795
Saint-Tharcisius,Quebec,48.53,-67.33
Saint-Théodore,Quebec,46.07,-73.88
Saint-Théodore-d'Acton,Quebec,45.68,-72.58
Saint-Thomas,Quebec,47.12,-71.785
Saint-Thomas-d'Aquin,Quebec,45.64,-72.99
Saint-Thomas-de-Caxton,Quebec,46.36,-72.79
Saint-Thomas-de-Kent,New Brunswick,46.44,-64.63
Saint-Thomas-de-Soulanges,Quebec,45.24,-74.29
Saint-Thomas-Didyme,Quebec,48.9,-72.66
Saint-Thuribe,Quebec,46.71,-72.16
Saint-Timothée,Quebec,45.29,-74.04
Saint-Tite-des-Caps,Quebec,47.13,-70.76
Saint-Urbain,Quebec,47.55,-70.53
Saint-Urbain-Premier,Quebec,45.21,-73.73
Saint-Valentin,Quebec,45.13,-73.31
Saint-Valère,Quebec,46.06,-72.1
Saint-Valérien,Quebec,48.33,-68.66
Saint-Valérien-de-Milton,Quebec,45.56,-72.71
Saint-Vallier-Station,Quebec,46.86,-70.79
Saint-Venant-de-Paquette,Quebec,45.13,-71.46
Saint-Vianney,Quebec,48.63,-67.41
Saint-Viateur,Quebec,46.16,-73.16
Saint-Victor-de-Bonaventure,Quebec,48.05,-66.99
Saint-Victor-Station,Quebec,46.15,-70.91
Saint-Vincent-de-Paul,Quebec,45.61,-73.65
Saint-Vital-de-Clermont,Quebec,48.92,-79.25
Saint-Wilfred,New Brunswick,47.25,-65.21
Saint-Yvon,Quebec,49.16,-64.8
Saint-Zénon,Quebec,46.55,-73.81
Saint-Zénon-du-Lac-Humqui,Quebec,48.3,-67.58
Saint-Zéphirin,Quebec,46.05,-72.62
Saint-Zéphirin-de-Courval,Quebec,46.06,-72.63
Sakaw,Alberta,53.44,-113.43
Sakimay 74,Saskatchewan,50.55,-102.79
Sakimay 74-1,Saskatchewan,51.05,-102.42
Sakimay 74-10,Saskatchewan,50.95,-102.38
Sakimay 74-11,Saskatchewan,50.96,-102.39
Sakimay 74-12,Saskatchewan,50.63,-102.79
Sakimay 74-14,Saskatchewan,50.45,-104.47
Sakimay 74-16,Saskatchewan,50.64,-102.81
Sakimay 74-17,Saskatchewan,50.64,-102.8
Sakimay 74-2,Saskatchewan,50.64,-102.85
Sakimay 74-3,Saskatchewan,51.06,-102.41
Sakimay 74-4,Saskatchewan,50.89,-102.66
Sakimay 74-5,Saskatchewan,50.94,-102.37
Sakimay 74-6,Saskatchewan,50.44,-104.71
Sakimay 74-7,Saskatchewan,51.21,-102.48
Sakimay 74-9,Saskatchewan,50.64,-102.82
Salaberry,Quebec,46.05,-71.43
Salaquo 4,British Columbia,53.88,-122.97
Salem,New Brunswick,45.97,-65.05
Salem,Nova Scotia,45.76,-64.11
Salem,Ontario,44.11833333,-79.54166667
Salem Corners,Ontario,44.28,-78.93
Salford,Ontario,42.99,-80.82
Salina,New Brunswick,45.52,-65.7
Sally's Cove,Newfoundland and Labrador,49.72,-57.93
Salmon Arm Range,British Columbia,50.67,-119.25
Salmon Bay,Quebec,51.42,-57.61
Salmon Bay 3,British Columbia,50.44,-124.66
Salmon Beach,British Columbia,48.96,-125.43
Salmon Beach,New Brunswick,47.66,-65.52
Salmon Cove,Newfoundland and Labrador,47.78,-53.17
Salmon Creek 3,British Columbia,58.18,-131.63
Salmon Lake 7,British Columbia,50.28,-119.99
Salmon Point,Ontario,43.88,-77.2
Salmon River 1,British Columbia,50.44,-122.62
Salmon River Bridge,Nova Scotia,44.77,-63.03
Salmon River Lake,Nova Scotia,45.35,-61.72
Salmon River Meadow 7,British Columbia,52.97,-125.16
Salmon Valley,British Columbia,54.08,-122.7
Salmonhurst Corner,New Brunswick,46.97,-67.62
Salmonville,Ontario,43.11,-81.2
Salomé,Quebec,45.93,-73.47
Salt Harbour,Newfoundland and Labrador,49.64,-54.62
Salt Point,Manitoba,51.75,-99.81
Salt Pond,Newfoundland and Labrador,47.09,-55.19
Salt Prairie Settlement,Alberta,55.6,-116.12
Salt Springs,New Brunswick,45.54,-65.65
Salt Springs,Nova Scotia,45.59333333,-62.96333333
Saltford,Ontario,43.75,-81.69
Salvador,Saskatchewan,52.16,-109.5
Salvail,Quebec,45.67,-73.07
Salvus 26,British Columbia,54.29,-129.4
Sam Adams 12,British Columbia,49.92,-121.45
Samahquam 1,British Columbia,50,-122.52
Sambro Creek,Nova Scotia,44.46,-63.61
Sambro Head,Nova Scotia,44.48,-63.58
Samiajij Miawpukek,Newfoundland and Labrador,47.86,-55.74
Samp Hill,New Brunswick,45.98,-65.36
Sampsons Cove,Nova Scotia,45.5,-60.93
Sampson's Meadow 11,British Columbia,51.8,-122.01
Sampson's Meadow 11A,British Columbia,51.8,-122
Sampsonville,Nova Scotia,45.68,-60.84
Samson 137,Alberta,52.81,-113.49
Samson 137A,Alberta,52.75,-113.43
San Jose 6,British Columbia,52.12,-122.12
Sanborn,Quebec,45.93,-71.55
Sanctuary,Saskatchewan,50.98,-108.08
Sand Banks,Ontario,43.89,-77.27
Sand Bay,Ontario,46.74,-84.54
Sand Bay,Quebec,45.54,-76.56
Sand Bay Corner,Ontario,44.46,-76.07
Sand Beach,Nova Scotia,43.81,-66.12
Sand Brook,New Brunswick,45.5,-66.56
Sand Castle Beach,Ontario,44.74,-80.12
Sand Hill,New Brunswick,47.62,-65.61
Sand Hill,Quebec,45.37,-71.74
Sand Island 4,British Columbia,53.81,-130.42
Sand Lake,Ontario,45.64,-79.18
Sand Point,New Brunswick,45.34,-66.19
Sand Point,Nova Scotia,45.625,-62.26
Sand Point,Ontario,47.47,-82.27
Sand River,Nova Scotia,45.54,-64.67
Sandfield Mills,Ontario,45.14,-74.77
Sandford,Nova Scotia,43.92,-66.14
Sandford,Ontario,44.13,-79.2
Sandhill,Ontario,43.83,-79.81
Sandhurst,Ontario,44.12,-76.87
Sandhurst Shores,Ontario,44.12,-76.88
Sandilands,Manitoba,49.32,-96.29
Sandison,Ontario,42.26,-82.12
Sandown,Ontario,45.45,-74.83
Sandringham,Newfoundland and Labrador,48.65,-53.82
Sandringham,Ontario,45.3,-74.93
Sandstone Valley,Alberta,51.14,-114.1
Sandtown,Ontario,45.1,-75.08
Sandusk,Ontario,42.85,-80.03
Sandwich,Ontario,42.28,-83.05
Sandwick,British Columbia,49.7,-124.98
Sandy Bay 5,Manitoba,50.55,-98.66
Sandy Cove,British Columbia,49.35,-123.23
Sandy Cove,Newfoundland and Labrador,48.64,-53.7
Sandy Cove,Nova Scotia,44.49,-66.08
Sandy Cove,Ontario,43.57,-79.805
Sandy Cove Acres,Ontario,44.35,-79.55
Sandy Creek,Quebec,45.96,-76.49
Sandy Harry 4,British Columbia,51.81,-122.1
Sandy Hill,Ontario,45.505,-75.17
Sandy Hook,Manitoba,50.54,-96.98
Sandy Hook,Ontario,45.44,-76.37
Sandy Hook Golf Course,Manitoba,50.52,-96.99
Sandy Lake 88,Ontario,53.08,-93.29
Sandy Narrows 184C,Saskatchewan,55.03,-103.05
Sandy Point 221,Alberta,58.93,-110.73
Sandy Point Beach,Ontario,44.56,-79.23
Sandy Point Road,New Brunswick,45.31,-66.07
Sandyville,New Brunswick,45.98,-66.59
Sans Souci,Ontario,45.17,-80.13
Saouchten 18,British Columbia,54.01,-132.17
Saouk 16,British Columbia,48.89,-124.57
Sapawe,Ontario,48.76,-91.33
Sapin-Court,New Brunswick,46.71,-65.46
Sapotaweyak Cree Nation,Manitoba,52.82,-100.63
Sapotaweyak Cree Nation - Spruce Island,Manitoba,53.04,-100.58
Sapperton,British Columbia,49.21,-122.88
Saraguay,Quebec,45.51,-73.75
Saratoga,Ontario,43.81,-81.57
Saratoga Beach,British Columbia,49.86,-125.11
Sardis,British Columbia,49.13,-121.95
Sarnia 45,Ontario,42.92,-82.41
Sarnia Beach,Saskatchewan,50.99,-105.22
Sarque 5,British Columbia,48.67,-124.78
Sarto,Manitoba,49.39,-96.74
Sas Mighe 32,British Columbia,54.5,-122.69
Saseenos,British Columbia,48.38,-123.66
Saskatchewan Beach,Saskatchewan,50.79,-104.92
Satoo,Alberta,53.44,-113.45
Satunquin 5,British Columbia,53.66,-132.22
Saturna Island 7,British Columbia,48.78,-123.08
Sauble Beach North,Ontario,44.65,-81.27
Sauble Beach South,Ontario,44.59,-81.27
Sauble Falls,Ontario,44.67,-81.25
Saug-A-Gaw-Sing 1,Ontario,49.12,-94.31
Saugeen 29,Ontario,44.54,-81.29
Saugeen and Cape Croker Fishing Islands 1,Ontario,44.96,-81.42
Saugeen Hunting Grounds 60A,Ontario,45.17,-81.5
Saulnierville Station,Nova Scotia,44.24,-66.09
Sault Ship Canal,Ontario,46.51,-84.35
Sault-à-la-Puce,Quebec,46.97,-71.01
Sault-au-Récollet,Quebec,45.55,-73.65
Saulteaux 159,Saskatchewan,53.12,-108.33
Saulteaux 159A,Saskatchewan,53.48,-108.13
Saulteaux 159AA,Saskatchewan,53.24,-108.18
Saulteaux 159B,Saskatchewan,52.81,-108.29
Saulteaux 159C,Saskatchewan,53.29,-108.32
Saulteaux 159D,Saskatchewan,53.21,-108.3
Saulteaux 159DD,Saskatchewan,53.24,-108.24
Saulteaux 159E,Saskatchewan,53.2,-108.38
Saulteaux 159EE,Saskatchewan,53.55,-108.3
Saulteaux 159F,Saskatchewan,53.02,-108.07
Saulteaux 159FF,Saskatchewan,53.08,-108.34
Saulteaux 159G,Saskatchewan,53.35,-108.18
Saulteaux 159H,Saskatchewan,53.17,-108.25
Saulteaux 159I,Saskatchewan,53.11,-108.34
Saulteaux 159J,Saskatchewan,53.29,-108.35
Saulteaux 159K,Saskatchewan,53.27,-108.25
Saulteaux 159KK,Saskatchewan,53.4,-108.34
Saulteaux 159L,Saskatchewan,53.29,-108.25
Saulteaux 159LL,Saskatchewan,53.31,-108.43
Saulteaux 159M,Saskatchewan,53.11,-108.34
Saulteaux 159MM,Saskatchewan,53.17,-108.37
Saulteaux 159N,Saskatchewan,53.31,-108.3
Saulteaux 159O,Saskatchewan,53.15,-108.26
Saulteaux 159P,Saskatchewan,53.19,-108.27
Saulteaux 159Q,Saskatchewan,53.19,-108.25
Saulteaux 159R,Saskatchewan,53.18,-108.33
Saulteaux 159S,Saskatchewan,53.28,-108.1
Saulteaux 159T,Saskatchewan,53.29,-108.23
Saulteaux 159U,Saskatchewan,52.85,-107.68
Saulteaux 159V,Saskatchewan,53.25,-108.26
Saulteaux 159Y,Saskatchewan,53.25,-108.22
Saulteaux First Nation 159BB,Saskatchewan,53.31,-108.1
Saulteaux First Nation 159CC,Saskatchewan,52.79,-107.45
Saulteaux First Nation 159GG,Saskatchewan,52.96,-108.29
Saulteaux First Nation 159HH,Saskatchewan,53.13,-108.36
Saulteaux First Nation 159II,Saskatchewan,53.51,-108.39
Saulteaux First Nation 159JJ,Saskatchewan,53.22,-108.26
Saulteaux First Nation 159W,Saskatchewan,53.21,-108.28
Saulteaux First Nation 159X,Saskatchewan,52.72,-107.44
Saulteaux First Nation 159Z,Saskatchewan,53.19,-108.33
Sault-Saint-Lin,Quebec,45.87,-73.75
Saunders Cove,Newfoundland and Labrador,48.7,-54.01
Saurin,Ontario,44.6,-79.88
Sauvé,Quebec,49.12,-66.32
Savage Cove - Sandy Cove,Newfoundland and Labrador,51.33,-56.68
Savanne,Ontario,48.95,-90.24
Savant Lake,Ontario,50.23,-90.7
Savey 15,British Columbia,49.96,-126.94
Savoy Landing,New Brunswick,47.75,-64.68
Sawlog Bay,Ontario,44.85,-79.93
Sawridge 150G,Alberta,55.28,-114.67
Sawridge 150H,Alberta,55.31,-114.86
Saxby Corner,Quebec,45.38,-72.63
Sayers Mills,Ontario,43.54,-80.01
Say-La-Quas 10,British Columbia,48.89,-123.68
Scarboro,Alberta,51.05,-114.11
Scarborough,Ontario,43.75,-79.23
Scarborough Village,Ontario,43.74,-79.2
Scarlet Park,Ontario,44.72,-79.36
Scarsdale,Nova Scotia,44.59,-64.63
Scarth,Manitoba,49.73,-100.94
Scaucy 5,British Columbia,49.81,-121.45
Scenic Acres,Alberta,51.11,-114.22
Schaltuuch 27,British Columbia,49.4,-123.47
Schanzenfeld,Manitoba,49.13,-97.94
Schelowat 1,British Columbia,49.18,-121.83
Schikaelton 16,British Columbia,50.41,-121.35
Schindelsteddle,Ontario,43.38,-80.6
Schist Lake,Manitoba,54.66,-101.79
Schkam 2,British Columbia,49.4,-121.45
Schoenfeld,Saskatchewan,50.1,-107.7
Schoenweise,Saskatchewan,52.45,-106.56
Schoenwiese,Manitoba,49.03,-97.82
Schomberg Heights,Ontario,44.04,-79.7
Schumacher,Ontario,48.47,-81.29
Schutt,Ontario,45.24,-77.46
Schwartz,Quebec,45.8,-76.36
Schyan Point,Quebec,46.09,-77.43
Science Hill,Ontario,43.29,-81.19
Scoble West,Ontario,48.22,-89.63
Scone,Ontario,44.3,-81.07
Scotch Block,Ontario,43.57,-79.96
Scotch Bush,Ontario,45.33,-77.46
Scotch Corners,Ontario,45.07,-76.19
Scotch Creek 4,British Columbia,50.91,-119.48
Scotch Hill,Nova Scotia,45.69,-62.8
Scotch Lake,New Brunswick,45.95,-66.96
Scotch Lake,Nova Scotia,46.18,-60.36
Scotch Line,Ontario,44.85,-76.3
Scotch Point,Ontario,44.76,-76.16
Scotch Ridge,New Brunswick,45.28,-67.39
Scotch Settlement,New Brunswick,46.105,-65.835
Scotch Settlement,Ontario,44.37,-78.81
Scotch Village,Nova Scotia,45.05,-64
Scotchfort 4,Prince Edward Island,46.36,-62.9
Scotchtown,New Brunswick,45.89,-66.14
Scotchtown,Nova Scotia,46.23,-60.09
Scotia,Ontario,45.5,-79.29
Scotsburn,Nova Scotia,45.65,-62.85
Scotsguard,Saskatchewan,49.71,-108.15
Scotsville,Nova Scotia,46.18,-61.15
Scott Road,New Brunswick,46.03,-65.1
Scott Settlement,Ontario,45.02,-78.005
Scott Siding,New Brunswick,45.91,-67.54
Scotts Landing,Ontario,44.78,-78.05
Scottsville,Ontario,42.88,-81.28
Scout Lake,Saskatchewan,49.36,-106
Scovil,New Brunswick,45.76,-66.13
Scowlitz 1,British Columbia,49.23,-121.93
Scudder,Ontario,41.81,-82.65
Scugog,Ontario,44.155,-78.9
Scugog Centre,Ontario,44.15,-78.89
Scugog Point,Ontario,44.18,-78.79
Scuttsap 11,British Columbia,54.21,-129.56
Scuttsap 11A,British Columbia,54.21,-129.56
SE Hill,Alberta,50.02,-110.67
Sea Breeze,Ontario,45.28,-78.97
Sea Island 3,British Columbia,49.2,-123.2
Sea Side,New Brunswick,47.94,-66.12
Seabird Island,British Columbia,49.26,-121.71
Seabright,Nova Scotia,44.61,-63.92
Seabrook,Nova Scotia,44.61,-65.81
Seacliffe,Ontario,42.03,-82.61
Seafair,British Columbia,49.15,-123.18
Seafoam,Nova Scotia,45.78,-62.97
Seagrave,Ontario,44.2,-78.95
Seah 5,British Columbia,50.5,-121.73
Seaichem 16,British Columbia,49.75,-123.14
