,Municipality,Longitude,Latitude
14001,Shisler Point,-79.13,42.87
14002,Shoal Arm,-55.94,49.59
14003,Shoal Cove,-56.83,51.185
14004,Shoal Lake 28A,-102.63,53.49
14005,Shoal Lake 31J,-95.11,49.42
14006,Shoal Lake 34B1,-95.1,49.43
14007,Shoal Lake 34B2,-95.11,49.6
14008,Shoal Lake 37A,-95.16,49.46
14010,Shoal Lake 39,-95.14,49.49
14012,Shoal Lake 39A,-95.15,49.65
14014,Shoal Lake 40,-95.21,49.61
14016,Shoal Point,-56.375,47.325
14017,Shoal River,-100.68,52.74
14018,Shoal River 65A,-100.68,52.74
14019,Shoal River 65B,-100.66,52.82
14020,Shoal River 65F,-100.65,52.79
14021,Shoomart 5,-126.74,49.8
14022,Sho-ook 5,-121.48,49.97
14023,Shoowahtlans (Shawtlans) 4,-130.25,54.32
14024,Shore Acres,-79.53,44.23
14025,Shoreacres,-117.53,49.41
14027,Shorepointe Village,-96.99,50.64
14028,Shore's Cove,-52.92,47.09
14029,Shorncliffe,-97.12,51.08
14030,Short Beach,-66.14,43.94
14031,Shortdale,-101.03,51.23
14032,Shortts Lake,-63.32,45.21
14033,Shoskhost 7,-121.42,50.26
14034,Shouldice,-81.03,44.64
14035,Shpapzchinh 20,-121.29,50.56
14036,Shrewsbury,-81.92,42.3
14037,Shrigley,-80.3,44.21
14038,Shrypttahooks 7,-121.43,49.82
14039,Shubenacadie 13,-63.6,44.93
14040,Shubenacadie East,-63.39,45.1
14041,Shulie,-64.57,45.59
14042,Shuniah,-88.78,48.58
14043,Shuouchten 15,-121.46,50.26
14044,Shuswap,-119.7,50.78
14045,Shuswap Indian Reserve,-116.03,50.53
14046,Shutty Bench,-116.91,49.96
14047,Siakin 4,-124.78,50.28
14048,Sibbald,-110.15,51.38
14049,Siberia,-77.7,45.46
14050,Sicamous 3,-119.0,50.81
14051,Sidewood,-108.9,50.05
14052,Sidina 6,-127.6,55.43
14053,Siegas Lake Settlement,-67.92,47.31
14054,Sienna,-74.81,46.5
14055,Sifton Park,-113.4,53.59
14056,Sight Point,-61.4,46.19
14057,Siglavik,-96.99,50.59
14058,Signal Hill,-114.17,51.02
14059,Signet,-80.45,44.02
14060,Sik-e-dakh 2,-127.69,55.3
14061,Siksika 146,-112.9,50.77
14062,Silcote,-80.77,44.65
14063,Silicon 2,-122.09,50.69
14064,Sillarsville,-66.86,48.0
14065,Sillery,-71.26,46.77
14066,Sillsville,-76.91,44.14
14067,Siloam,-79.23,44.08
14068,Silton,-104.91,50.8
14069,Silver,-97.21,50.84
14070,Silver Bay,-79.16,42.87
14071,Silver Beach,-113.99,53.03
14072,Silver Birch Beach,-80.04,44.82
14073,Silver Centre,-79.5,47.19
14074,Silver Corners,-81.1,43.66
14075,Silver Creek,-120.405,49.98
14078,Silver Falls,-96.09,50.51
14079,Silver Falls Park,-66.01,45.3
14080,Silver Harbour,-96.96,50.81
14081,Silver Heights,-105.48,50.4
14082,Silver Hill,-80.48,42.75
14083,Silver Hills,-79.36,43.76
14084,Silver Islet,-88.82,48.33
14085,Silver Lake,-77.93,45.08
14086,Silver Mountain,-89.9,48.25
14087,Silver Park,-104.51,52.66
14088,Silver Plains,-97.29,49.45
14089,Silver Point,-57.9,49.46
14090,Silver Salmon Lake 5,-133.22,59.23
14091,Silver Springs,-114.19,51.1
14092,Silver Star,-119.05,50.35
14093,Silver Valley,-122.56,49.26
14094,Silver Water,-82.85,45.85
14095,Silverdale,-79.45,43.07
14096,Silverhill,-122.38,49.18
14097,Silvers Corners,-76.53,44.3
14098,Silverthorne,-79.46,43.68
14099,Silverwood,-66.76,45.96
14100,Silverwood Heights,-106.62,52.17
14101,Sim Creek 5,-125.61,51.01
14102,Simard,-81.11,46.56
14103,Simcoe Island,-76.52,44.16
14104,Simcoe Lodge,-79.36,44.59
14105,Simcoeside,-79.47,44.48
14106,Simmie,-108.1,49.94
14107,Simms Settlement,-64.09,44.62
14108,Simonds,-67.55,46.33
14109,Simonet,-72.08,48.34
14110,Simpson Corner,-67.17,45.22
14111,Simpson Corners,-80.28,43.77
14112,Simpsons Corner,-64.78,44.53
14113,Sims Locks,-79.91,43.04
14114,Sinclair,-101.28,49.56
14115,Sinclair Mills,-121.68,54.01
14116,Sinclairville,-79.76,43.05
14117,Sine,-77.58,44.34
14118,Singer,-75.14,45.9
14119,Sinkut Lake 8,-123.96,53.91
14120,Sinnce-tah-lah 2,-122.5,52.94
14121,Sinnett,-104.91,51.9
14122,Sioux Narrows,-94.09,49.41
14123,Sioux Narrows-Nestor Falls,-94.11,49.35
14124,Sioux Valley Dakota Nation,-100.49,49.85
14125,Sirdar,-116.61,49.23
14126,Sirois,-67.99,47.28
14127,Sisipuk Sakahegan (A),-101.77,55.71
14128,Sisipuk Sakahegan (B),-101.82,55.73
14129,Sisipuk Sakahegan (C),-101.73,55.71
14130,Siska Flat 3,-121.56,50.13
14131,Siska Flat 5A,-121.56,50.14
14132,Siska Flat 5B,-121.57,50.15
14133,Siska Flat 8,-121.56,50.13
14134,Sissiboo Falls,-65.86,44.42
14135,Sisson Brook,-67.38,46.98
14136,Sisson Ridge,-67.43,46.91
14137,Sisson Settlement,-66.85,46.04
14138,Sistonens Corners,-89.64,48.53
14139,Sisul Tl'o K'Ut 14,-124.66,54.64
14140,Sisul Tl'o K'ut 21,-124.66,54.66
14141,Six Mile Brook,-62.89,45.58
14142,Six Mile Meadow 6,-124.27,54.33
14143,Six Mile Point,-119.01,50.76
14144,Six Nations 40,-80.12,43.05
14145,Six Nations Corner,-80.02,43.05
14146,Six Points,-79.53,43.64
14147,Six Roads,-64.87,47.62
14148,Six-Milles,-67.45,47.66
14149,Skaigha 2,-131.93,53.37
14150,Skawahlook 1,-121.59,49.36
14151,Skawahlum 10,-121.42,49.45
14152,Skaynaneichst 12,-121.26,50.35
14153,Skead,-80.75,46.66
14154,Skedance 8,-131.61,52.96
14155,Skeetchestn,-120.95,50.8
14156,Skeikut 9,-121.28,50.3
14157,Skemeoskuankin 7,-119.71,49.03
14158,Skemeoskuankin 8,-119.71,49.03
14159,Skerryvore,-80.38,45.53
14160,Skhpowtz 4,-121.39,50.3
14161,Skibi Lake,-86.94,50.61
14162,Skibo,-83.16,46.3
14163,Skidegate 1,-132.0,53.26
14164,Skiff Lake,-67.54,45.82
14165,Skilak 14,-128.32,52.72
14166,Skin Lake 15,-125.92,53.79
14167,Skins Lake 16A,-125.87,53.99
14168,Skins Lake 16B,-125.65,53.95
14169,Skipness,-81.2,44.57
14170,Skir Dhu,-60.44,46.48
14171,Sklahhesten 5,-122.32,49.91
14172,Sklahhesten 5A,-122.33,49.92
14173,Sklahhesten 5B,-122.32,49.9
14174,Skooby Island 48,-125.24,54.57
14175,Skookumchuck 4,-122.41,49.94
14176,Skookumchuck 4A,-122.38,49.93
14177,Skoonkoon 2,-121.4,50.36
14178,Skowishin 7,-123.3,49.93
14179,Skowishin Graveyard 10,-123.29,49.9
14180,Skowkale 10,-121.94,49.13
14181,Skowkale 11,-121.95,49.13
14182,Skowquiltz River 3,-127.17,52.6
14183,Skuet 6,-121.4,49.69
14184,Skumalasph 16,-122.03,49.2
14185,Skuppah 1,-121.56,50.17
14186,Skuppah 2A,-121.57,50.19
14187,Skuppah 2B,-121.57,50.19
14188,Skuppah 3A,-121.59,50.16
14189,Skuppah 4,-121.57,50.17
14190,Skuppah 4A,-121.56,50.17
14191,Skutz 7,-123.94,48.77
14192,Skutz 8,-123.95,48.78
14193,Skwah 4,-121.97,49.17
14194,Skwahla 2,-121.93,49.18
14195,Skwali 3,-121.96,49.18
14196,Skway 5,-122.0,49.16
14197,Skwayaynope 26,-121.59,50.19
14198,Skweahm 10,-122.08,49.17
14199,Skye,-74.79,45.39
14200,Skye Glen,-61.2,46.03
14201,Skyline,-75.72,45.36
14202,Skyrattler,-113.52,53.45
14203,Slabtown,-79.155,44.635
14204,Slade,-81.57,44.22
14205,Slate Falls,-77.26,45.18
14206,Slate River Valley,-89.45,48.33
14207,Slater,-105.53,50.38
14208,Slave Falls Generating Station,-95.56,50.22
14209,Sled Lake,-107.32,54.43
14210,Sleeman,-94.42,48.72
14211,Sleepy Hollow,-108.32,53.06
14212,Sleetsis 6,-121.39,50.35
14213,Sligo,-79.96,43.82
14214,Slocan Park,-117.61,49.51
14215,Slope Road,-66.09,46.09
14216,Slosh 1,-122.21,50.73
14217,Slosh 1A,-122.2,50.74
14218,Sluice Point,-65.96,43.78
14219,Small Island 4,-126.49,50.57
14220,Small Point-Adam's Cove-Blackhead-Broad Cove,-53.12,47.84
14221,Smelt Brook,-60.38,46.86
14222,Smith Settlement,-63.99,46.14
14223,Smithdale,-80.15,44.35
14224,Smith-Ennismore-Lakefield,-78.34,44.43
14225,Smithfield,-66.91,45.79
14228,Smiths Corner,-65.16,46.5
14229,Smith's Corners,-80.2,43.03
14230,Smiths Cove,-65.7,44.61
14231,Smiths Creek,-65.48,45.77
14232,Smiths Crossing,-65.8,46.77
14233,Smiths Settlement,-63.1,44.78
14234,Smithsville,-65.46,43.48
14235,Smithtown,-65.8,45.47
14236,Smokey,-57.18,54.47
14237,Smoky Falls,-82.16,50.06
14238,Smooth Cove,-53.07,47.92
14239,Smooth Town,-80.07,43.03
14240,Smuts,-106.11,52.43
14241,Snack Cove,-56.82,53.79
14242,Snake 5,-122.45,59.03
14243,Snake Falls,-93.46,50.83
14244,Snelgrove,-79.82,43.73
14245,Snider,-79.71,43.52
14246,Snider Mountain,-65.63,45.83
14247,Snipe Lake,-108.88,51.16
14248,Snow Road Station,-76.68,44.94
14249,Snowball,-79.51,43.98
14250,Snowden,-104.67,53.49
14251,Snowdons Corners,-75.75,44.85
14252,Snowflake,-98.65,49.04
14253,Snowville,-82.04,45.67
14254,Snug Harbour,-55.85,52.89
14257,Snug Haven,-80.3,45.37
14258,Snyder,-79.05,42.96
14259,Soapstone Mine,-61.19,45.98
14260,Sober Island,-62.46,44.84
14261,Soda Creek,-122.28,52.35
14262,Soda Creek 1,-122.26,52.31
14263,Soegao 35,-64.94,46.08
14264,Sokatisewin Sakahikan 224,-102.48,55.41
14265,Soldatquo 12,-121.16,50.35
14266,Soldiers Cove,-60.73,45.7
14267,Solina,-78.78,43.97
14268,Solmesville,-77.11,44.15
14269,Solsgirth,-100.91,50.49
14270,Solsqua,-118.95,50.86
14271,Somenos,-123.73,48.81
14272,Somerville,-67.53,46.29
14273,Somme,-102.96,52.58
14274,Sommerfeld,-97.44,49.07
14275,Sommet-Vert,-74.07,46.02
14276,Songis,-79.18,46.37
14277,Sonora,-61.9,45.06
14278,Sonya,-78.95,44.23
14279,Soowahlie 14,-121.95,49.08
14280,Sopers,-58.04,48.96
14281,Soperton,-76.06,44.6
14282,Sophe 14,-126.82,49.8
14283,Sopher's Landing,-79.39,44.84
14284,Sorel,-73.1,46.03
14285,Sorenson's Beach,-105.05,50.83
14286,Sormany,-65.86,47.67
14287,Sorrel Ridge,-67.04,45.37
14288,Soucy,-68.6,47.33
14290,Sounding Sky,-106.69,52.12
14291,Souris West,-62.28,46.35
14292,South Algonquin,-78.02,45.49
14293,South Alton,-64.53,45.0
14294,South Athol,-64.23,45.64
14295,South Augusta,-75.65,44.65
14296,South Baptiste,-113.56,54.72
14297,South Bar,-60.2,46.2
14298,South Barnston,-71.98,45.05
14299,South Bay,-83.15666667,46.62666667
14300,South Baymouth,-82.01,45.56
14301,South Beach,-96.98,50.62
14303,South Berwick,-64.71,45.03
14304,South Bolton,-72.36,45.16
14305,South Brookfield,-64.97,44.37
14306,South Bruce,-81.2,44.03
14307,South Buxton,-82.18,42.27
14308,South Calgary,-114.1,51.04
14309,South Cambie,-123.11,49.25
14310,South Canoe,-119.21,50.7
14311,South Cape Highlands,-61.37,46.16
14312,South Cayuga,-79.72,42.87
14313,South Chegoggin,-66.12,43.86
14314,South Cove,-60.89,46.03
14315,South Dawson,-120.35,55.73
14316,South Devon,-66.61,45.95
14317,South Dummer,-78.05,44.38
14318,South Dundas,-75.27,44.95
14319,South East Passage,-63.46,44.59
14320,South Esk,-65.68,46.95
14321,South Farmington,-65.0,44.94
14322,South Flats,-110.66,50.02
14323,South Fork,-108.71,49.6
14324,South Fort George,-122.75,53.9
14325,South Frontenac,-76.49,44.5
14326,South Gillies,-89.7,48.23
14327,South Glengarry,-74.57,45.19
14328,South Gloucester,-75.56,45.28
14329,South Gordonsville,-67.48,46.43
14330,South Gower,-75.55,45.0
14331,South Greenfield,-67.55,46.2
14332,South Greenwood,-64.87,44.97
14333,South Haven,-60.59,46.2
14334,South Hazelton,-127.66,55.23
14335,South Head,-59.87,46.09
14336,South Ingonish Harbour,-60.43,46.62
14337,South Johnville,-67.52,46.55
14338,South Junction,-95.76,49.04
14339,South Keys,-75.65,45.35
14340,South Knowlesville,-67.35,46.42
14341,South Kouchibouguac,-64.93,46.82
14342,South Lake,-105.56,50.67
14343,South Lake Ainslie,-61.1,46.05
14344,South Lakeside,-122.09,52.1
14345,South Lakeview,-104.62,50.42
14346,South Lancaster,-74.48,45.13
14347,South Lochaber,-62.04,45.38
14348,South Maitland,-63.47,45.25
14349,South March,-75.93,45.35
14350,South Merland,-61.63,45.54
14351,South Middleton,-80.6,42.77
14352,South Milford,-65.39,44.57
14353,South Mindoka,-79.91,47.96
14354,South Monaghan,-78.36,44.15
14355,South Musquash,-66.28,45.17
14356,South Napanee,-76.96,44.23
14357,South Nelson Road,-65.57,46.96
14358,South Nepa 7,-121.27,50.63
14359,South Pinette,-62.91,46.04
14360,South Poplar,-122.31,49.01
14361,South Portage,-66.59,46.26
14363,South Pugwash,-63.63,45.83
14364,South Quinan,-65.79,43.91
14365,South Range,-65.77,44.49
14366,South Rawdon,-63.85,45.0
14367,South Ridge,-110.68,50.0
14369,South River Road,-61.95,45.61
14370,South Road Settlement,-66.08,46.56
14371,South Saanich 1,-123.45,48.58
14372,South Saint-Norbert,-64.95,46.45
14373,South Scots Bay,-64.39,45.24
14374,South Section,-63.15,45.01
14375,South Shalalth,-122.25,50.71
14376,South Side,-65.59,43.44
14377,South Side of Baddeck River,-60.77,46.14
14378,South Side of Boularderie,-60.53,46.14
14379,South Side River Denys,-61.21,45.85
14380,South Slocan,-117.51,49.46
14381,South Slope,-123.0,49.21
14382,South Stormont,-74.92,45.08
14383,South Sumas,-122.0,49.11
14384,South Surrey,-122.79,49.05
14385,South Taylor,-120.63,56.1
14386,South Tetagouche,-65.81,47.6
14387,South Tilley,-67.61,46.81
14388,South Tremont,-64.92,44.93
14389,South Tweedside,-67.02,45.6
14390,South Uniacke,-63.78,44.86
14391,South Victoria,-63.72,45.7
14392,South View,-114.66,53.65
14393,South Walkerville,-83.0,42.29
14394,South Waterville,-67.32,46.04
14396,South Wellington,-123.88,49.1
14397,South West Margaree,-61.14,46.28
14398,South West Port Mouton,-64.81,43.89
14399,South Wilberforce,-78.21,45.01
14400,South Williamston,-65.11,44.87
14401,South Windsor,-83.02,42.26
14402,South Winsloe,-63.17,46.31
14403,South Woodslee,-82.71,42.19
14404,South Wynhurst,-79.46,44.22
14405,Southarm,-123.1,49.13
14406,Southcote,-79.95,43.18
14407,Southcrest Estates,-81.27,42.95
14408,Southdale,-63.54,44.66
14410,Southeast Placentia,-53.93,47.21
14411,Southend 200,-103.2,56.32
14412,Southend 200A,-103.26,56.31
14413,Southern Bay,-53.62,48.4
14414,Southern Harbour,-53.95,47.72
14415,Southfield,-65.62,45.59
14416,Southfield Road,-65.66,45.61
14417,Southgate,-80.97,43.61
14418,Southlands,-110.65,49.99
14419,Southport,-98.27,49.91
14421,Southside Boularderie,-60.46,46.19
14422,Southside Harbour,-61.89,45.63
14423,Southview,-112.305,50.52
14424,Southview Beach,-79.26,44.56
14425,Southview Cove,-79.27,44.55
14426,Southview Estates,-78.74,44.44
14427,Southville,-65.89,44.35
14428,Southwest Cove,-62.82,44.72
14429,Southwest Crouse,-55.89,50.9
14430,Southwest Mabou,-61.42,46.04
14431,Southwest Middlesex,-81.7,42.75
14432,South-West Oxford,-80.81,42.97
14433,Southwold,-81.335,42.775
14434,Southwood,-114.08,50.95
14435,Sovereign,-107.71,51.51
14436,Sowchea 3,-124.39,54.42
14437,Sowchea 3A,-124.4,54.42
14438,Sowerby,-83.38,46.29
14439,Spa Springs,-65.04,44.97
14440,Spaffordton,-76.52,44.4
14441,Spahomin Creek 4,-120.2,50.07
14442,Spahomin Creek 8,-120.21,50.08
14443,Spakels 17,-130.23,54.72
14444,Spalding,-104.49,52.32
14445,Spanaknok 57,-130.06,54.47
14446,Spanish Ship Bay,-62.03,45.02
14447,Spar Mica,-62.77,50.29
14448,Sparkle City,-75.53,44.73
14449,Sparrow Lake,-79.37,44.82
14450,Spatsum 11,-121.29,50.57
14451,Spatsum 11A,-121.3,50.58
14452,Spayaks 60,-130.05,54.35
14453,Spearhill,-98.34,51.31
14454,Spectacle Lakes,-64.38,44.37
14455,Spedden,-111.72,54.13
14456,Speedside,-80.28,43.66
14457,Speers,-107.55,52.7
14458,Speersville,-79.99,43.9
14459,Speerville,-67.62,46.04
14460,Spence,-79.63,45.57
14461,Spence Lake,-99.57,51.58
14462,Spence Settlement,-63.88,46.14
14463,Spencers Island,-64.71,45.35
14464,Spences Bridge 4,-121.36,50.41
14465,Spences Bridge 4C,-121.33,50.42
14466,Speous 8,-121.0,50.12
14467,Sperling,-97.7,49.5
14468,Speyside,-79.97,43.57
14469,Speyum 3,-121.46,49.93
14470,Spicers Cove,-64.89,45.43
14471,Spillars Cove,-55.49,51.59
14472,Spilmouse 4,-122.0,51.45
14473,Spintlum Flat 3,-121.65,50.33
14474,Spirit River Settlement,-118.79,55.75
14475,Split Lake 171,-96.19,56.23
14476,Split Lake 171A,-96.08,56.2
14477,Split Lake 171B,-96.17,56.1
14478,Spokwan 48,-130.23,54.71
14479,Spotted Island,-55.77,53.48
14480,Spout Cove,-53.12,47.81
14481,Spring Bay,-82.32,45.73
14483,Spring Brook,-64.88,46.51
14485,Spring Creek,-79.93,45.96
14486,Spring Hill,-75.47,45.19
14487,Spring Lake,-114.13,53.51
14488,Spring Valley,-77.83333333,43.96
14490,Springbank,-81.66,43.06
14491,Springbrook,-79.79,43.65
14493,Springdale Park,-79.34,45.08
14494,Springfield Settlement,-65.38,47.66
14495,Springford,-80.66,42.91
14496,Springhaven,-65.85,43.91
14497,Springhill Junction,-64.1,45.69
14498,Springhouse,-122.13,51.96
14499,Springhurst Beach,-80.07,44.47
14500,Springmount,-80.98,44.55
14501,Springstein,-97.49,49.8
14502,Springtown,-76.65,45.34
14503,Springvale,-80.67,43.11666667
14504,Springville,-62.62,45.45
14506,Springwater,-79.85,44.49
14508,Springwater Lakes,-80.13,44.14
14509,Spruce Avenue,-113.5,53.55
14510,Spruce Bay,-107.69,53.2
14511,Spruce Bay Heights,-96.98,50.79
14512,Spruce Brook,-65.12,47.56
14514,Spruce Cliff,-114.15,51.05
14515,Spruce Green,-80.62,43.7
14516,Spruce Hedge,-76.64,45.33
14517,Spruce Home,-105.76,53.4
14518,Spruce Lake,-66.17,45.21
14520,Spruce Park,-60.39,53.31
14521,Sprucewoods,-99.65,49.82
14522,Spry,-81.32,44.94
14523,Spry Bay,-62.59,44.83
14524,Spry Harbour,-62.62,44.83
14525,Spryfield,-63.61,44.61
14526,Spurfield,-114.26,55.22
14527,Spuzzum,-121.41,49.68
14528,Spuzzum 1,-121.41,49.65
14529,Spuzzum 1A,-121.41,49.65
14530,Spuzzum 7,-121.39,49.65
14531,Squaam 2,-119.77,51.07
14532,Squaderee 91,-130.78,54.14
14533,Squaw Cap,-66.9,47.88
14534,Squaw-Hay-One 11,-123.7,48.9
14535,Squawkum Creek 3,-122.0,49.23
14536,Squeah 6,-121.41,49.5
14537,Squiaala 7,-121.98,49.15
14538,Squiaala 8,-122.0,49.16
14539,Squianny 10,-121.31,50.35
14540,Squilax,-119.61,50.87
14541,Squinas 2,-125.29,52.47
14542,Squin-Lix-Stat 3,-128.27,55.04
14543,Squire,-80.98,44.51
14544,Squires Beach,-79.04,43.81
14545,Squirrel Cove 8,-124.92,50.14
14546,St. Albert Settlement,-113.69,53.63
14547,St. Almo,-67.42,46.84
14548,St. Alphonse,-99.0,49.43
14550,St. Andrews Channel,-60.5,45.93
14551,St. Andrews Heights,-114.11,51.06
14552,St. Anns,-60.6,46.21
14554,St. Augustine,-81.5,43.84
14555,St. Basile 10,-68.3,47.36
14556,St. Benoni,-66.11,44.21
14557,St. Bernard,-66.04,44.4
14558,St. Bernard's-Jacques Fontaine,-54.9,47.51
14559,St. Boniface,-97.07,49.87
14560,St. Boswells,-106.83,50.05
14561,St. Carols,-55.5,51.37
14562,St. Charles,-80.41,46.36
14563,St. Charles Range,-97.33,49.91
14564,St. Christopher,-78.78,44.18
14565,St. Clair,-82.35,42.78
14566,St. Clair Beach,-82.85,42.31
14567,St. Claire Gardens,-75.74,45.35
14568,St. Clements,-80.65,43.52
14569,St. Cloud,-80.79,46.39
14570,St. Columba,-60.85,45.98
14571,St. Columban,-81.32,43.52
14572,St. Croix,-67.41,45.56
14574,St. Croix 34,-64.06,44.9
14575,St. Croix Cove,-65.29,44.92
14576,St. David Ridge,-67.24,45.25
14577,St. Davids,-76.78,44.33
14578,St. Elmo,-77.135,45.16
14579,St. Esprit,-60.52,45.64
14580,St. Eugene Mission,-115.75,49.58
14581,St. Felix,-64.02,46.92
14582,St. Francis Harbour,-61.31,45.44
14583,St. François Xavier,-97.54,49.91
14584,St. George's,-58.49,48.41
14585,St. Georges Channel,-61.02,45.72
14586,St. George's Hill,-108.96,55.88
14587,St. Germain South,-97.08,49.72
14588,St. Helens,-81.51,43.9
14589,St. Hubert Mission,-102.35,50.21
14590,St. Isidore-de-Bellevue,-105.91,52.78
14591,St. Ives,-119.1,50.98
14593,St. Jacques-Coomb's Cove,-55.54,47.47
14594,St. James,-97.24,49.88
14595,St. James Town,-79.37,43.66
14596,St. Joachim,-82.63,42.27
14597,St. John Island,-57.24,50.81
14598,St. Johns,-79.67,43.075
14599,St. Jones Within,-53.75,48.04
14600,St. Joseph,-97.39,49.13
14603,St. Joseph du Moine,-61.06,46.52
14604,St. Joseph Mission,-121.95,52.06
14605,St. Joseph's,-53.51,47.09
14607,St. Labre,-96.03,49.33
14608,St. Laurent,-97.94,50.41
14609,St. Leon,-98.58,49.36
14610,St. Lewis,-55.7,52.37
14611,St. Lina,-111.45,54.29
14612,St. Malo Settlement,-96.95,49.33
14613,St. Marks,-98.05,50.19
14614,St. Martin,-98.68,51.71
14616,St. Martin Junction,-98.73,51.71
14617,St. Mary,-65.62,47.6
14618,St. Mary's 1,-115.75,49.58
14619,St. Mary's 24,-66.63,45.96
14620,St. Marys River,-61.93,45.08
14621,St. Michael,-112.63,53.83
14622,St. Michaels,-52.84,47.19
14623,St. Nicholas,-63.95,46.41
14624,St. Ola,-77.6,44.85
14625,St. Ouens,-96.45,50.05
14626,St. Patricks Channel,-60.92,46.05
14627,St. Paul Junction,-113.38,53.62
14628,St. Pauls Station,-81.05,43.31
14629,St. Peters Fishing Station 1A,-96.9,50.4
14630,St. Phillips,-79.53,43.7
14631,St. Pie X,-93.65,49.69
14632,St. Raphaels,-74.59,45.21
14633,St. Shott's,-53.58,46.63
14634,St. Vital,-97.08,49.8
14635,Staffa,-81.33,43.44
14636,Stag Harbour,-54.28,49.57
14637,Stagsburn,-76.01,45.78
14638,Staiyahanny 8,-121.54,50.06
14639,St-Albert,-75.12,45.25
14640,Stalwart,-105.43,51.23
14641,Stamford,-79.1,43.12
14642,Stamford Centre,-79.1,43.11
14643,St-Amour,-74.83,45.44
14644,Stampville,-75.31,44.87
14645,Stanbridge East,-72.91,45.11
14646,Stanbridge Station,-73.03,45.11
14647,Stanburne,-64.71,44.59
14648,Standing Buffalo 78,-103.89,50.81
14649,Stanley 157,-104.56,55.4
14650,Stanley 157A,-104.36,55.39
14651,Stanley Corners,-75.9,45.23
14652,Stanley House,-79.72,45.21
14653,Stanley Park,-80.44,43.44
14654,Stanley Section,-64.72,44.5
14655,Stanleydale,-79.4,45.36
14656,Stanleyville,-76.31,44.8
14657,Stanmore,-111.51,51.57
14658,Stanstead,-72.15,45.06
14659,Stanstead-Est,-72.05,45.1
14660,Stanton,-80.03,44.14
14661,Stanwood,-77.76,44.39
14662,Stapledon,-75.89,45.15
14663,Staples,-82.59,42.17
14664,Staples Settlement,-67.07,46.06
14665,Star,-79.94,43.88
14666,Star Blanket 83,-103.33,50.95
14667,Star Blanket 83B,-103.79,50.76
14668,Star Blanket 83C,-103.65,51.0
14669,Star Blanket 83-D,-103.07,50.93
14670,Star Blanket 83E,-103.22,50.93
14671,Star Blanket 83F,-103.25,50.96
14672,Star Blanket 83G,-103.2,50.88
14673,Star Blanket 83H,-103.24,50.97
14674,Star Blanket 83I,-103.25,50.98
14675,Star Blanket 83J,-103.25,51.0
14676,Star Blanket 83K,-103.24,50.98
14677,Star Blanket 83L,-103.22,50.9
14678,Star Corners,-76.68,44.37
14679,Stardale,-74.55,45.53
14680,Starks Corners,-76.6,45.58
14681,Starkville,-78.51,43.99
14682,Starrat,-79.52,45.54
14683,Starratt-Olsen,-93.93,50.94
14684,Starr's Beach,-78.84,44.21
14685,Station des Forces canadiennes Aldergrove,-122.48,49.07
14686,Station des Forces canadiennes Flin Flon,-101.97,54.72
14687,Station des Forces canadiennes Holberg,-128.07,50.66
14688,Station des Forces canadiennes Leitrim,-75.58,45.33
14689,Station des Forces canadiennes Masset,-132.1,54.02
14690,Station des Forces canadiennes St. John's,-52.67,47.58
14691,Stave Falls,-122.35,49.21
14692,Stawamus 24,-123.15,49.69
14693,Staynerville,-74.42,45.63
14694,St-Bernardin,-74.8,45.45
14695,Ste. Amélie,-99.38,50.98
14696,Ste. Anne du Ruisseau,-65.92,43.83
14697,Ste. Elizabeth,-97.18,49.34
14698,Ste. Rita,-96.29,49.88
14699,Stead,-96.44,50.42
14700,Steady Brook,-57.81,48.95
14701,Steam Mill,-64.51,45.1
14702,Steam Mill Village,-64.51,45.1
14703,Ste-Anne,-74.47,45.44
14704,Ste-Anne-de-Prescott,-74.47,45.44
14705,Steeles,-79.31,43.81
14706,Steeles Corners,-79.42,43.79
14707,Steeles Hill,-59.98,46.17
14708,Steelhead,-122.31,49.23
14709,Steelman,-102.6,49.3
14710,Steelton,-84.34,46.52
14711,Steen,-103.53,52.68
14712,Steen River,-117.16,59.62
14713,Steenburg Lake,-77.69,44.82
14714,Steep Creek,-61.34,45.55
14715,Steep Rock,-98.79,51.44
14716,Steep Rock Lake,-91.65,48.81
14717,Steeves Mills,-64.8,45.93
14718,Steeves Mountain,-65.01,46.08
14719,Steeves Settlement,-65.24,46.01
14720,Steevescote,-64.7,45.92
14721,Steinhauer,-113.5,53.46
14722,Stella,-76.69,44.17
14723,Stellako,-124.9,54.06
14724,Stellaquo (Stella) 1,-124.91,54.05
14725,Stenen,-102.37,51.89
14726,Stephens Bay,-79.35,45.0
14727,Stepstone,-89.23,48.56
14728,Stequmwhulpa 5,-119.61,50.84
14729,Sterling,-59.95,46.2
14730,Ste-Rose,-74.97,45.36
14731,Ste-Rose-de-Prescott,-74.97,45.36
